Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Critic_Score
Rugby League 3,Wii,2010.0,Sports,Alternative Software,0,60000,0,62
SAW,X360,2009.0,Action,Konami Digital Entertainment,130000,120000,0,46
Bae Yong-joon to Manabu Kankokugo DS,DS,2009.0,Misc,D3Publisher,0,0,30000,98
Pinball Hall of Fame: The Williams Collection,PSP,2008.0,Misc,System 3 Arcade Software,90000,10000,0,45
Dr. Mario,NES,1990.0,Puzzle,Nintendo,2620000,600000,1520000,92
Need for Speed Underground 2,PC,2004.0,Racing,Electronic Arts,0,60000,0,55
Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,SNES,1994.0,Misc,Vap,0,0,50000,44
Pro Yakyuu Team o Tsukurou!,DS,2008.0,Sports,Sega,0,0,190000,49
F1 Race,NES,1984.0,Racing,Nintendo,0,0,1520000,75
Ultimate Ghosts 'n Goblins (JP sales),PSP,2006.0,Platform,Capcom,0,0,50000,65
State of Emergency,XB,2003.0,Action,Take-Two Interactive,130000,40000,0,42
Powerdrome,XB,2004.0,Racing,Evolved Games,10000,0,0,48
Grey's Anatomy: The Video Game,DS,2009.0,Adventure,Ubisoft,30000,10000,0,78
Tom Clancy's The Division,PS4,2016.0,Shooter,Ubisoft,1350000,1700000,150000,87
Nanatsuiro * Drops Pure!!,PS2,2007.0,Adventure,Media Works,0,0,20000,69
Wheel of Fortune: 2nd Edition,PS,2000.0,Misc,Hasbro Interactive,230000,160000,0,43
Spider-Man: Web of Shadows,Wii,2008.0,Action,Activision,220000,10000,0,89
Harry Potter and the Goblet of Fire,DS,2005.0,Action,Electronic Arts,200000,10000,0,49
BlowOut,PS2,2003.0,Shooter,Zoo Digital Publishing,110000,90000,0,94
NBA Live 06,GC,2005.0,Sports,Electronic Arts,250000,70000,0,53
Madden NFL 16,PS3,2015.0,Sports,Electronic Arts,570000,60000,0,66
Sugar + Spice! Anoko no Suteki na Nanimokamo,PS2,2008.0,Adventure,Alchemist,0,0,10000,81
Just Sing!,DS,2009.0,Misc,DTP Entertainment,140000,0,0,76
Katamari Forever,PS3,2009.0,Puzzle,Namco Bandai Games,260000,40000,60000,58
Star Wars: Jedi Starfighter,PS2,2002.0,Simulation,Activision,240000,190000,0,73
F-1 Race,GB,1990.0,Racing,Nintendo,1730000,690000,590000,51
Rec Room Games,Wii,2009.0,Sports,Destineer,350000,0,0,60
Pro Yaky? Spirits 6,PS3,2009.0,Sports,Konami Digital Entertainment,0,0,150000,91
A Collection of Classic Games from the Intellivision,PS,1999.0,Misc,Activision,170000,120000,0,72
From TV Animation One Piece: Tobidase Kaizokudan!,PS,2001.0,Role-Playing,Namco Bandai Games,0,0,320000,65
Resident Evil: Revelations 2,X360,2015.0,Action,Capcom,40000,20000,0,43
Batman Begins,GBA,2005.0,Action,Electronic Arts,120000,50000,0,69
Yu-Gi-Oh! The Sacred Cards (JP weekly sales),GBA,2002.0,Role-Playing,Konami Digital Entertainment,0,0,260000,42
Sports Illustrated for Kids: Baseball,GBA,2001.0,Sports,BAM! Entertainment,120000,50000,0,79
Knife Edge: NoseGunner,N64,1998.0,Shooter,Mitsui,60000,20000,0,67
Hotel for Dogs,DS,2008.0,Simulation,505 Games,220000,0,0,52
Tales of the Abyss,PS2,2005.0,Role-Playing,Namco Bandai Games,0,0,570000,59
The Heavy Rain and Beyond: Two Souls Collection,PS4,2016.0,Action,Sony Computer Entertainment,0,170000,0,64
Def Jam: Fight for NY,GC,2004.0,Fighting,Electronic Arts,170000,50000,0,65
XCOM: Enemy Unknown,X360,2012.0,Strategy,Take-Two Interactive,360000,210000,0,40
Crazy Chicken: Atlantis Quest,DS,2007.0,Platform,Phenomedia,40000,0,0,84
Putty Squad,PS4,2013.0,Platform,System 3,60000,70000,0,77
NHL 15,XOne,2014.0,Sports,Electronic Arts,310000,60000,0,50
Wheel of Fortune,PS2,,Misc,Unknown,470000,360000,0,46
Tom Clancy's Rainbow Six 3,XB,2003.0,Shooter,Ubisoft,910000,570000,0,50
Championship Bass,PS,1999.0,Sports,Electronic Arts,180000,120000,0,92
Momotarou Dentetsu 16,PS2,2006.0,Misc,Hudson Soft,0,0,210000,87
Dance Central 3,X360,2012.0,Misc,Microsoft Game Studios,570000,180000,0,70
Super Mario Advance,GBA,2001.0,Platform,Nintendo,3140000,1240000,910000,45
Shrek the Third,PS2,2007.0,Action,Activision,400000,20000,0,99
Ide Yosuke no Mahjong Kazoku,PS,1995.0,Misc,Seta Corporation,0,0,40000,71
Jikkyou Powerful Pro Yakyuu Portable 3,PSP,2008.0,Sports,Konami Digital Entertainment,0,0,310000,85
Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,DS,2009.0,Fighting,Takara Tomy,0,0,60000,92
Caligula,PSV,2016.0,Role-Playing,FuRyu,0,0,60000,78
Nichibeikan Pro Yakyuu: Final League,PS2,2002.0,Sports,SquareSoft,0,0,70000,86
WWE Crush Hour,PS2,2003.0,Racing,THQ,170000,130000,0,85
My Horse & Me,Wii,2007.0,Sports,Atari,270000,20000,0,81
Disney's Chicken Little,PS2,2005.0,Platform,Disney Interactive Studios,320000,250000,0,85
Spider-Man: Battle for New York,DS,2006.0,Platform,Activision,120000,0,0,53
Dungeon Raiders,DS,2009.0,Role-Playing,Focus Home Interactive,40000,0,0,63
NHL Hitz Pro,GC,,Sports,Unknown,30000,10000,0,92
Marvel: Ultimate Alliance,PC,2006.0,Role-Playing,Activision,10000,0,0,77
The Suffering,XB,2004.0,Action,Midway Games,160000,50000,0,73
NHL 06,PS2,2005.0,Sports,Electronic Arts,480000,20000,0,80
Princess on Ice,DS,2008.0,Sports,505 Games,40000,10000,0,49
America's Next Top Model,DS,2008.0,Action,Eidos Interactive,100000,0,0,43
Graffiti Kingdom,PS2,2004.0,Role-Playing,505 Games,10000,10000,0,80
Harry Potter and the Goblet of Fire,XB,2005.0,Action,Electronic Arts,180000,50000,0,55
Pro Yaky? Spirits 2013,PS3,2013.0,Sports,Konami Digital Entertainment,0,0,200000,42
Mobile Suit Gundam Seed,PS2,2003.0,Action,Namco Bandai Games,0,0,220000,57
Jewel Link Chronicles: Legend of Athena,DS,2011.0,Puzzle,GSP,0,60000,0,100
Champion Jockey: G1 Jockey & Gallop Racer,X360,2011.0,Sports,Tecmo Koei,0,50000,0,40
Astro Boy: Omega Factor,GBA,2003.0,Action,THQ,60000,20000,0,42
Lost Horizon,PC,2010.0,Adventure,Deep Silver,0,100000,0,77
Just Dance: Disney Party,Wii,2012.0,Misc,Ubisoft,10000,100000,0,45
Warriors: Legends of Troy,PS3,2011.0,Action,Tecmo Koei,60000,40000,70000,41
Bass Strike,PS2,2001.0,Sports,THQ,140000,110000,0,43
Pop'n Music 14 Fever!,PS2,2007.0,Misc,Konami Digital Entertainment,0,0,30000,52
MLB 14: The Show,PSV,2014.0,Sports,Sony Computer Entertainment America,80000,0,0,81
Imagine: Ballet Star,DS,2008.0,Simulation,Ubisoft,230000,0,0,77
LEGO Star Wars: The Video Game,PS2,2005.0,Action,Eidos Interactive,1980000,1140000,10000,41
Kelly Slater's Pro Surfer,GBA,2002.0,Sports,Activision,90000,30000,0,54
One Piece Unlimited Cruise SP,3DS,2011.0,Action,Namco Bandai Games,0,0,300000,62
Senko no Ronde DUO,X360,2010.0,Fighting,G.Rev,0,0,30000,96
Dragon Ball Z: Collectible Card Game,GBA,2002.0,Misc,Infogrames,330000,120000,0,56
Rogue Ops,PS2,2003.0,Action,Kemco,110000,90000,0,65
Xbox Live Arcade Unplugged Volume 1,X360,2006.0,Misc,Microsoft Game Studios,50000,10000,0,48
Starhawk,PS3,2012.0,Action,Sony Computer Entertainment,180000,50000,30000,44
Ener-G: Gym Rockets,DS,2008.0,Sports,Ubisoft,360000,0,0,93
F1 2001,PS2,2001.0,Racing,Electronic Arts,70000,60000,0,62
Atari Flashback Classics: Volume 2,PS4,2016.0,Misc,Atari,20000,0,0,65
Beowulf: The Game,X360,2007.0,Action,Ubisoft,360000,10000,0,55
Cabela's Dangerous Hunts 2011,DS,2010.0,Sports,Activision,110000,0,0,95
Polly Pocket: Super Splash Island,GBA,2003.0,Action,Knowledge Adventure,170000,60000,0,58
Smashing Drive,GC,,Racing,Unknown,60000,10000,0,83
Pro Evolution Soccer 2014,PC,2013.0,Action,Konami Digital Entertainment,0,100000,0,99
MX vs. ATV Untamed,PS3,2007.0,Racing,THQ,350000,60000,0,73
Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,PS,1998.0,Misc,Syscom,0,0,150000,91
Grand Theft Auto: San Andreas,X360,2008.0,Action,Take-Two Interactive,80000,20000,0,42
Dragon Quest Monsters: Joker 2 Professional,DS,2011.0,Role-Playing,Square Enix,0,0,620000,72
I Spy: Universe,DS,2010.0,Puzzle,Scholastic Inc.,120000,0,0,49
Mini Ninjas,PC,2009.0,Action,Eidos Interactive,0,20000,0,82
Pitfall 3D: Beyond the Jungle,PS,1998.0,Platform,Activision,180000,120000,0,94
Disney's Aladdin in Nasira's Revenge,PS,2000.0,Action,Sony Computer Entertainment,50000,40000,0,44
Black & Bruised,GC,2003.0,Fighting,Vivendi Games,40000,10000,0,48
Final Fantasy IV Advance,GBA,2005.0,Role-Playing,Nintendo,270000,100000,220000,89
Who Wants to Be A Millionaire?,X360,2011.0,Misc,Ubisoft,90000,0,0,92
Shin Sangoku Musou 5 Special,PSP,2009.0,Action,Tecmo Koei,0,0,50000,92
Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013.0,Fighting,Namco Bandai Games,290000,160000,10000,95
Road Rash,PS,1995.0,Racing,Electronic Arts,710000,480000,0,77
TouchMaster,DS,2007.0,Puzzle,Midway Games,480000,1270000,0,67
Doom,GBA,2001.0,Shooter,Activision,100000,40000,0,84
NCAA March Madness 07,PS2,2007.0,Sports,Electronic Arts,280000,220000,0,59
Prince of Persia Trilogy,PS3,2010.0,Action,Ubisoft,170000,240000,0,63
Resident Evil: Revelations,PS3,2013.0,Action,Capcom,140000,290000,220000,76
WCW Mayhem,PS,1998.0,Fighting,Electronic Arts,680000,460000,0,81
NHL 2K9,Wii,2008.0,Sports,Take-Two Interactive,60000,0,0,64
Pokemon Mystery Dungeon: Explorers of Sky,DS,2009.0,Role-Playing,Nintendo,570000,430000,440000,43
Wario: Master of Disguise,DS,2007.0,Platform,Nintendo,280000,20000,330000,85
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011.0,Strategy,Banpresto,0,0,420000,40
LEGO Batman: The Videogame,Wii,,Action,Warner Bros. Interactive Entertainment,1800000,970000,0,90
Tomb Raider (2013),PS4,2014.0,Action,Square Enix,470000,650000,60000,89
College Slam,PS,1995.0,Sports,Acclaim Entertainment,100000,70000,0,54
Grisaia no Kajitsu: La Fruit de la Grisaia,PSP,2013.0,Adventure,Prototype,0,0,10000,45
Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,SAT,1998.0,Sports,Sega,0,0,120000,98
Fantasy Life,3DS,2012.0,Role-Playing,Nintendo,330000,370000,370000,64
TV Total Events,Wii,2011.0,Misc,7G//AMES,0,20000,0,56
Rock Band: Metal Track Pack,Wii,2009.0,Misc,MTV Games,100000,0,0,56
Pokemon Pinball,GB,1999.0,Misc,Nintendo,3020000,1120000,1010000,48
Madden NFL 2002,N64,2001.0,Sports,Electronic Arts,410000,20000,0,90
Wii Party,Wii,2010.0,Misc,Nintendo,1750000,3470000,2490000,47
NBA 2K9,PS2,2008.0,Sports,Take-Two Interactive,340000,10000,0,52
Alan Wake,X360,2010.0,Action,Microsoft Game Studios,660000,500000,50000,76
Kimi ni Todoke: Sodateru Omoi,DS,2009.0,Adventure,Banpresto,0,0,20000,45
Ape Escape 3,PS2,2005.0,Platform,Sony Computer Entertainment,60000,50000,0,77
Mobil 1 Rally Championship,PS,2000.0,Racing,Electronic Arts,70000,40000,0,44
Mega Man X: Command Mission,PS2,2004.0,Role-Playing,Capcom,90000,70000,0,42
Game of Thrones (Telltale),XOne,2015.0,Adventure,Telltale Games,30000,0,0,80
Freestyle Metal X,PS2,2003.0,Racing,Midway Games,40000,30000,0,58
Nobunaga's Ambition: Rise to Power,PS2,2004.0,Strategy,Tecmo Koei,0,0,80000,48
EyePet & Friends,PS3,2011.0,Simulation,Sony Computer Entertainment,60000,80000,0,96
Scooby-Doo! Mystery Mayhem,PS2,2004.0,Action,THQ,220000,170000,0,93
Super Robot Taisen UX,3DS,2013.0,Role-Playing,Namco Bandai Games,0,0,180000,54
Shaun White Snowboarding,DS,2008.0,Sports,Ubisoft,210000,0,0,82
Mortal Kombat: Special Forces,PS,2000.0,Fighting,Midway Games,120000,80000,0,86
Sonic & All-Stars Racing Transformed,PC,2013.0,Racing,Sega,0,10000,0,48
Full Auto,X360,2006.0,Shooter,Sega,190000,10000,0,99
Moto Racer World Tour,PS,2000.0,Racing,Sony Computer Entertainment,210000,140000,0,43
Army Men: Sarge's War,XB,2004.0,Shooter,Global Star,90000,20000,0,70
S̩bastien Loeb Rally Evo,XOne,2016.0,Racing,Milestone S.r.l,0,10000,0,65
L.A. Noire,PS3,2011.0,Adventure,Take-Two Interactive,1270000,1290000,120000,90
Disney Fairies: Tinker Bell,DS,2008.0,Adventure,Disney Interactive Studios,850000,510000,10000,56
Rogue Ops,XB,2003.0,Action,Kemco,100000,30000,0,73
NHL 2K10,PS2,2009.0,Sports,Take-Two Interactive,170000,140000,0,64
Guitar Hero: Metallica,PS3,2009.0,Misc,Activision,280000,240000,0,63
Suggoi! Arcana Heart 2,PS2,2009.0,Fighting,AQ Interactive,0,0,30000,55
All Kamen Rider: Rider Generation 2,DS,2012.0,Action,Namco Bandai Games,0,0,100000,56
Bionicle Heroes,X360,2006.0,Shooter,Eidos Interactive,50000,10000,0,43
Densha De Go! 64,N64,1999.0,Simulation,Taito,0,0,50000,80
Valentino Rossi: The Game,XOne,2016.0,Racing,Namco Bandai Games,10000,20000,0,71
Mario Party 7,GC,2005.0,Misc,Nintendo,950000,110000,460000,42
Monster Mayhem: Build and Battle,Wii,2009.0,Simulation,Zushi Games,20000,0,0,63
Starship Troopers,PC,2005.0,Shooter,Empire Interactive,0,20000,0,55
Imagine: Music Fest,DS,2009.0,Simulation,Ubisoft,140000,0,0,67
Jikkyou Powerful Pro Yakyuu 2010,PS3,2010.0,Sports,Konami Digital Entertainment,0,0,270000,86
Dolphin,2600,1983.0,Action,Activision,270000,20000,0,42
Jikkyou Powerful Pro Yakyuu 10,PS2,2003.0,Sports,Konami Digital Entertainment,0,0,510000,79
NHL 2003,PS2,2002.0,Sports,Electronic Arts,460000,360000,0,85
Operation: Vietnam,DS,2007.0,Shooter,Majesco Entertainment,60000,0,0,47
X-Blades,PS3,2009.0,Action,SouthPeak Games,70000,30000,20000,59
Puyo Puyo 7,PSP,2009.0,Puzzle,Sega,0,0,30000,71
Suikoden: Tsumugareshi Hyakunen no Toki,PSP,2012.0,Role-Playing,Konami Digital Entertainment,0,0,130000,70
Pinball,NES,1984.0,Action,Nintendo,800000,190000,830000,95
Hello Kitty: Big City Dreams,DS,2008.0,Puzzle,Empire Interactive,420000,70000,0,83
The Mummy: Tomb of the Dragon Emperor,DS,2008.0,Action,Vivendi Games,80000,0,0,59
Eternal Eyes,PS,1999.0,Role-Playing,Sunsoft,80000,50000,0,49
Major League Baseball 2K10,PSP,2010.0,Sports,Take-Two Interactive,60000,0,0,73
Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS,2007.0,Action,Namco Bandai Games,0,0,50000,87
Transformers: Devastation,XOne,2015.0,Action,Activision,90000,40000,0,77
Blitz: The League II,X360,2008.0,Sports,Midway Games,80000,10000,0,70
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Wii,2009.0,Shooter,Activision,240000,190000,0,47
Ratchet: Deadlocked,PS2,2005.0,Shooter,Sony Computer Entertainment,850000,30000,220000,52
Disney's Hide & Sneak,GC,2003.0,Action,Capcom,30000,10000,0,84
Forever Kingdom,PS2,2001.0,Role-Playing,From Software,20000,20000,40000,97
NHL 2K11,Wii,2010.0,Sports,Take-Two Interactive,230000,20000,0,87
Root Infinity Rexx,PSV,2015.0,Adventure,Idea Factory,0,0,20000,61
Banjo-Kazooie,N64,1998.0,Platform,Nintendo,1870000,1130000,550000,93
Fantastic Four,PS,1997.0,Action,Acclaim Entertainment,40000,30000,0,78
Cars: Race-O-Rama,PS3,2009.0,Racing,THQ,140000,30000,0,77
DoDonPachi Daifukkatsu: Black Label,X360,2011.0,Shooter,Cave,0,0,10000,63
Richard Burns Rally,PC,2004.0,Racing,SCi,0,30000,0,92
SnoCross Championship Racing,PS,1999.0,Racing,Ubisoft,520000,350000,0,54
Hell's Kitchen: The Game,DS,2008.0,Simulation,Ubisoft,340000,0,0,94
Major Minor's Majestic March,Wii,2009.0,Misc,Majesco Entertainment,50000,0,0,95
The Elder Scrolls III: Morrowind,XB,2002.0,Role-Playing,Ubisoft,2090000,630000,30000,71
Pro Evolution Soccer,PS2,2001.0,Sports,Konami Digital Entertainment,60000,900000,530000,68
Deepak Chopra's Leela,X360,2011.0,Misc,THQ,70000,40000,0,85
Worms: Battle Islands,Wii,2010.0,Strategy,THQ,100000,100000,0,89
NHL 08,PS3,2007.0,Action,Electronic Arts,160000,60000,0,58
Nanashi no Game,DS,2008.0,Adventure,Square Enix,0,0,80000,80
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3,2015.0,Misc,Namco Bandai Games,0,0,20000,81
Test Drive: Ferrari Legends,X360,2012.0,Racing,Atari,40000,0,0,65
Wii Sports,Wii,2006.0,Sports,Nintendo,41360000,28960000,3770000,70
WWE Wrestlemania X8,GC,2002.0,Fighting,THQ,380000,100000,0,50
Skeleton Warriors,PS,1996.0,Platform,Virgin Interactive,40000,30000,0,90
The Tomb Raider Trilogy,PS3,2011.0,Action,Square Enix,270000,460000,0,87
Michael Jackson: The Experience 3D,3DS,2011.0,Misc,Ubisoft,130000,30000,0,94
Winter Sports 2: The Next Challenge,PS2,2008.0,Sports,Conspiracy Entertainment,40000,30000,0,88
LittleBigPlanet,PS3,2008.0,Platform,Sony Computer Entertainment,2800000,1980000,170000,54
Football Manager Handheld 2009,PSP,2008.0,Sports,Sega,0,470000,0,43
Ben 10 Alien Force: Vilgax Attacks,PS2,2009.0,Action,D3Publisher,110000,30000,0,82
FaceBreaker K.O. Party,Wii,2008.0,Fighting,Electronic Arts,190000,10000,0,92
Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,2015.0,Action,Aksys Games,10000,0,40000,79
NASCAR Thunder 2002,PS,2001.0,Racing,Electronic Arts,230000,160000,0,99
Sesame Street: Cookie's Counting Carnival,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,270000,0,0,81
FIFA Soccer 06,XB,2005.0,Sports,Electronic Arts,290000,380000,0,94
Atelier Sophie: The Alchemist of the Mysterious Book,PS3,2015.0,Role-Playing,Tecmo Koei,0,0,30000,88
Frank Thomas Big Hurt Baseball,PS,1996.0,Sports,Acclaim Entertainment,80000,50000,0,81
Otona no Renai Shousetsu: Harlequin Selection,DS,2010.0,Misc,Nintendo,0,0,20000,62
Raven Squad: Operation Hidden Dagger,X360,2009.0,Shooter,Evolved Games,80000,10000,0,69
Demon Gaze,PSV,2013.0,Role-Playing,Nippon Ichi Software,40000,20000,80000,68
Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,DS,2009.0,Adventure,Arc System Works,0,0,10000,98
Fire Emblem,GBA,2003.0,Strategy,Nintendo,490000,180000,290000,93
Platypus,PSP,2006.0,Shooter,Funsta,20000,0,0,92
Battlezone,PS4,2016.0,Action,Rebellion Developments,20000,20000,0,92
My Ballet Studio,DS,2009.0,Simulation,505 Games,10000,0,0,77
Tales of Phantasia,GBA,2003.0,Role-Playing,Nintendo,80000,30000,170000,46
Mystic Heroes,PS2,2002.0,Action,Tecmo Koei,30000,20000,0,90
Reign of Fire,GBA,2002.0,Shooter,BAM! Entertainment,30000,10000,0,48
AirForce Delta Storm,GBA,2002.0,Shooter,Konami Digital Entertainment,20000,10000,0,50
Warriors Orochi 3,X360,2011.0,Action,Ubisoft Annecy,90000,30000,30000,64
Penny Racers,PS,1996.0,Racing,Sony Computer Entertainment,0,0,230000,41
NCAA March Madness 06,XB,2005.0,Sports,Electronic Arts,150000,40000,0,98
MLB Inside Pitch 2003,XB,2003.0,Sports,Microsoft Game Studios,90000,30000,0,87
Mystery Case Files: MillionHeir,DS,2008.0,Adventure,Nintendo,750000,390000,0,75
Scene It? Bright Lights! Big Screen!,X360,2009.0,Misc,Warner Bros. Interactive Entertainment,120000,0,0,45
The Great Escape,PS2,2003.0,Action,SCi,100000,70000,0,60
Saltwater Sportfishing,PS,2001.0,Sports,Take-Two Interactive,120000,80000,0,45
BioShock,PC,2007.0,Shooter,Take-Two Interactive,10000,390000,0,100
NBA 2K10,Wii,2009.0,Sports,Take-Two Interactive,340000,0,0,76
Meteos,DS,2005.0,Puzzle,Nintendo,150000,10000,60000,95
Rayman 2: The Great Escape,N64,1999.0,Platform,Ubisoft,400000,220000,0,87
Nintendogs,DS,2005.0,Simulation,Nintendo,9050000,10950000,1930000,70
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,2006.0,Misc,Nintendo,0,0,40000,54
Cabela's Deer Hunt 2005 Season,PS2,2004.0,Sports,Activision,180000,140000,0,98
Balloon Pop 2,3DS,2012.0,Puzzle,UFO Interactive,10000,0,0,73
Crash Bandicoot: The Wrath of Cortex,XB,2002.0,Platform,Universal Interactive,590000,570000,0,75
Covert Ops: Nuclear Dawn,PS,2000.0,Action,Sony Computer Entertainment,130000,90000,0,81
Taiko Drum Master,PS2,2004.0,Misc,Namco Bandai Games,100000,80000,0,87
Hellboy: The Science of Evil,X360,2008.0,Action,Konami Digital Entertainment,100000,0,0,47
Reader Rabbit Kindergarten,Wii,2010.0,Misc,Graffiti,120000,0,0,80
Detective Conan: Prelude from the Past,PSP,2012.0,Action,Namco Bandai Games,0,0,40000,58
Time Crisis: Razing Storm,PS3,2010.0,Shooter,Namco Bandai Games,180000,200000,70000,61
Disney Sing It: Family Hits,Wii,2010.0,Misc,Disney Interactive Studios,380000,170000,0,78
Eragon,X360,2006.0,Action,Vivendi Games,120000,10000,0,91
Batman: Return to Arkham,PS4,2016.0,Action,Warner Bros. Interactive Entertainment,70000,160000,0,69
Digimon Story: Lost Evolution,DS,2010.0,Role-Playing,Namco Bandai Games,0,0,100000,49
NCAA Football 08,PS3,2007.0,Sports,Electronic Arts,350000,0,0,48
Winter Sports 2011,PS3,2011.0,Sports,DTP Entertainment,0,40000,0,92
DrumMania 7th Mix,PS2,2001.0,Simulation,Konami Digital Entertainment,0,0,30000,53
Gauntlet Legends,N64,1999.0,Action,Midway Games,430000,100000,0,77
2002 FIFA World Cup,PS2,2002.0,Sports,Electronic Arts,210000,170000,160000,72
The Legend of Spyro: Dawn of the Dragon,DS,2008.0,Platform,Vivendi Games,260000,150000,0,94
ZhuZhu Pets: Featuring The Wild Bunch,Wii,2010.0,Simulation,Activision,300000,30000,0,60
Bomberman,PSP,2006.0,Puzzle,Konami Digital Entertainment,140000,0,0,45
TigerShark,PS,1997.0,Simulation,GT Interactive,40000,30000,0,99
Buzz! Master Quiz,PSP,2008.0,Misc,Sony Computer Entertainment,200000,440000,0,55
Dragon Slayer: The Legend of Heroes,GEN,1994.0,Role-Playing,Sega,0,0,80000,95
Betty Boop's Double Shift,DS,2007.0,Puzzle,Zoo Digital Publishing,30000,0,0,40
Frogger Beyond,XB,2002.0,Platform,Konami Digital Entertainment,60000,20000,0,56
The Lord of the Rings: The Two Towers,GBA,2002.0,Action,Electronic Arts,530000,200000,0,44
All Star Karate,Wii,2010.0,Action,THQ,130000,70000,0,68
Dream Club Zero Portable,PSV,2011.0,Simulation,D3Publisher,0,0,30000,46
Prince of Persia: The Sands of Time,XB,2003.0,Action,Ubisoft,570000,330000,0,66
Shark Tale,PS2,2004.0,Action,Activision,370000,290000,0,92
Final Fantasy X,PS2,2001.0,Role-Playing,Sony Computer Entertainment,2910000,2070000,2730000,47
Onimusha Tactics,GBA,2003.0,Strategy,Capcom,60000,20000,0,43
Nanostray 2,DS,2008.0,Shooter,Codemasters,30000,10000,0,99
Malice,PS2,2004.0,Platform,Evolved Games,10000,10000,0,96
Donkey Kong Junior,2600,1981.0,Platform,Atari,900000,50000,0,59
Smart Kid's Party Fun Pak,DS,2008.0,Misc,UFO Interactive,50000,0,0,62
Battle Hunter,PS,1999.0,Strategy,Midas Interactive Entertainment,20000,10000,0,48
World Series of Poker: Tournament of Champions 2007 Edition,Wii,2006.0,Misc,Activision,40000,0,0,44
The Longest Journey,PC,1999.0,Adventure,Empire Interactive,0,10000,0,66
Fast Food Panic,DS,2010.0,Simulation,Nobilis,130000,0,0,44
Far Cry 2,PC,2008.0,Action,Ubisoft,10000,450000,0,71
WWE 2K15,PS4,2014.0,Sports,Take-Two Interactive,390000,570000,0,100
Philosoma,PS,1995.0,Shooter,Sony Computer Entertainment,30000,20000,0,69
Densha De Go! 3 Tsuukinhen,PS2,2001.0,Simulation,Taito,0,0,60000,81
Dynasty Warriors 6,PS2,2008.0,Action,Tecmo Koei,120000,90000,0,45
Donkey Kong Jungle Beat,Wii,2008.0,Platform,Nintendo,0,10000,0,48
Picross 2,GB,1996.0,Puzzle,Nintendo,0,0,350000,61
Crazy Taxi,PS2,2001.0,Racing,Acclaim Entertainment,1130000,1120000,60000,93
Mercenaries: Playground of Destruction,PS2,2005.0,Action,LucasArts,640000,20000,0,84
Borderlands 2,PSV,2014.0,Shooter,Take-Two Interactive,320000,160000,10000,44
Super Mario 3D World,WiiU,2013.0,Platform,Nintendo,2110000,1160000,730000,63
Hayate no Gotoku! Nightmare Paradise,PSP,2009.0,Adventure,Konami Digital Entertainment,0,0,30000,49
Fallout 4,PS4,2015.0,Role-Playing,Bethesda Softworks,2530000,3270000,240000,85
Primal,PS2,2003.0,Action,Sony Computer Entertainment,210000,170000,0,40
Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,SNES,1995.0,Platform,Konami Digital Entertainment,0,0,310000,53
Napoleon Dynamite: The Game,PSP,2007.0,Puzzle,Crave Entertainment,30000,0,0,76
Super Batter Up,SNES,1992.0,Sports,Namco Bandai Games,0,0,460000,78
Donkey Konga 2,GC,2004.0,Misc,Nintendo,300000,80000,0,46
Piglet's Big Game,PS2,2003.0,Platform,Gotham Games,50000,40000,0,55
Kiniro no Corda 3,3DS,2015.0,Adventure,Tecmo Koei,0,0,10000,82
Escape Dead Island,X360,2014.0,Action,Deep Silver,30000,40000,0,57
Densha De Go!,PS,1997.0,Simulation,Taito,0,0,1020000,41
Winning Post 8,PSV,2014.0,Racing,Tecmo Koei,0,0,40000,76
"Ed, Edd n Eddy: The Mis-Edventures",PS2,2005.0,Platform,Midway Games,340000,10000,0,92
Dr. Seuss' The Cat in the Hat,XB,2003.0,Misc,Vivendi Games,80000,20000,0,96
The Golden Compass,Wii,,Action,Sega,260000,280000,0,66
Darkest of Days,X360,2009.0,Shooter,Phantom EFX,90000,0,0,85
Nanotek Warrior,PS,1997.0,Shooter,Virgin Interactive,10000,10000,0,76
Skylanders: Trap Team,3DS,2014.0,Action,Activision,160000,100000,0,66
Edna & Harvey: Harvey's New Eyes,PC,2011.0,Adventure,Rondomedia,0,70000,0,78
Sesame Street: Elmo's A-to-Zoo Adventure,PC,2010.0,Misc,Warner Bros. Interactive Entertainment,40000,0,0,96
Super Mario All-Stars,SNES,1993.0,Platform,Nintendo,5990000,2150000,2120000,99
