Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Critic_Score
Champions: Return to Arms,PS2,2005.0,Role-Playing,Sony Online Entertainment,0.32,0.25,0.0,77.0
Konami Classics Series: Arcade Hits,DS,2007.0,Misc,Konami Digital Entertainment,0.01,0.0,0.02,76.0
Metal Gear Solid 2: Substance,PS2,2002.0,Action,Konami Digital Entertainment,0.18,0.14,0.16,87.0
Journey,PS3,2012.0,Adventure,Sony Computer Entertainment Europe,0.04,0.13,0.0,92.0
You Don't Know Jack,Wii,2011.0,Misc,THQ,0.19,0.0,0.0,81.0
Puppeteer,PS3,2013.0,Platform,Sony Computer Entertainment Europe,0.11,0.08,0.02,80.0
Wreckin Crew,PS,1998.0,Racing,Telstar,0.05,0.03,0.0,69.0
Muppets Party Cruise,GC,2003.0,Misc,TDK Mediactive,0.02,0.0,0.0,69.0
Worms 3D,GC,2003.0,Strategy,Sega,0.05,0.01,0.0,69.0
Tiger Woods PGA Tour 06,GC,2005.0,Sports,Electronic Arts,0.08,0.02,0.0,82.0
Battlefield 2142,PC,2006.0,Shooter,Electronic Arts,0.0,0.02,0.0,80.0
Final Fantasy Legend III,GB,1991.0,Role-Playing,SquareSoft,0.0,0.0,0.76,74.0
Magic Pengel: The Quest for Color,PS2,2002.0,Role-Playing,Taito,0.04,0.03,0.0,74.0
Lost Planet 3,PC,2013.0,Shooter,Capcom,0.0,0.04,0.0,61.0
Charm Girls Club: My Fashion Show,DS,1999.0,Simulation,Unknown,0.08,0.0,0.0,53.0
Super Robot Taisen 64,N64,1999.0,Strategy,Banpresto,0.0,0.0,0.2,53.0
PES 2009: Pro Evolution Soccer,X360,2008.0,Sports,Konami Digital Entertainment,0.13,0.76,0.03,53.0
Crime Lab: Body of Evidence,DS,2010.0,Adventure,City Interactive,0.05,0.01,0.0,53.0
The Legend of Heroes VII: The Trail of Blue,PSP,2011.0,Role-Playing,Falcom Corporation,0.0,0.0,0.2,85.0
PopCap Hits!,X360,2011.0,Misc,PopCap Games,0.0,0.02,0.0,85.0
The Sims,GC,2003.0,Simulation,Electronic Arts,0.35,0.13,0.0,85.0
Alone in the Dark: The New Nightmare,PS,2015.0,Adventure,Infogrames,0.09,0.06,0.0,77.0
Just Dance 2016,X360,2015.0,Misc,Ubisoft,0.23,0.05,0.0,56.0
Percy Jackson and the Olympians: The Lightning Thief,DS,2010.0,Role-Playing,Activision,0.22,0.01,0.0,56.0
Shiren the Wanderer,Wii,2008.0,Role-Playing,Sega,0.08,0.0,0.11,71.0
Tony Hawk's Project 8,X360,2006.0,Sports,Activision,0.44,0.02,0.0,81.0
Where's Waldo? The Fantastic Journey,Wii,2009.0,Adventure,Ubisoft,0.17,0.0,0.0,86.0
Kamen Rider: Dragon Knight,DS,2009.0,Fighting,D3Publisher,0.05,0.0,0.0,86.0
The Legend of Zelda: Four Swords Adventures,GC,2004.0,Action,Nintendo,0.63,0.16,0.0,86.0
Romance of the Three Kingdoms (3DS),3DS,2013.0,Strategy,Tecmo Koei,0.0,0.0,0.03,38.0
Turbo: Super Stunt Squad,PS3,2013.0,Sports,D3Publisher,0.0,0.01,0.0,38.0
Football Manager 2012,PSP,2011.0,Sports,Sega,0.0,0.09,0.0,69.0
Arslan: The Warriors of Legend,PS4,2015.0,Action,Tecmo Koei,0.03,0.01,0.04,69.0
IHRA Drag Racing: Sportsman Edition,PS2,2006.0,Racing,Bethesda Softworks,0.04,0.03,0.0,43.0
Justice League: Chronicles,GBA,2003.0,Platform,Midway Games,0.03,0.01,0.0,43.0
Lego Star Wars: The Force Awakens,3DS,2016.0,Action,Warner Bros. Interactive Entertainment,0.04,0.07,0.01,37.0
Mortal Kombat 4,N64,1998.0,Fighting,GT Interactive,0.55,0.17,0.0,37.0
Yu-Gi-Oh! Destiny Board Traveler,GBA,2004.0,Misc,Konami Digital Entertainment,0.32,0.12,0.0,37.0
Bomberman,Wii,2008.0,Puzzle,Hudson Entertainment,0.0,0.0,0.01,37.0
Legend of the Dragon,Wii,2007.0,Fighting,Game Factory,0.06,0.0,0.0,37.0
Superstars V8 Racing,PS3,2009.0,Racing,Black Bean Games,0.0,0.02,0.0,66.0
NFL Blitz Pro,XB,2003.0,Sports,Midway Games,0.04,0.01,0.0,71.0
Gears of War: Ultimate Edition,XOne,2015.0,Shooter,Microsoft Game Studios,2.61,0.33,0.0,82.0
Gunslingers,Wii,2010.0,Shooter,Neko Entertainment,0.07,0.06,0.0,66.0
Runaway: A Twist of Fate,DS,2002.0,Adventure,Focus Home Interactive,0.0,0.02,0.0,66.0
Dead to Rights,GC,2002.0,Shooter,Electronic Arts,0.11,0.03,0.0,77.0
Marriage Royale: Prism Story,PSP,2010.0,Adventure,ASCII Media Works,0.0,0.0,0.05,86.0
Kaleidoeve,PSV,2015.0,Adventure,HuneX,0.0,0.0,0.02,86.0
Wangan Midnight Portable,PSP,2007.0,Racing,Genki,0.0,0.0,0.02,86.0
Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012.0,Action,Spike,0.0,0.0,0.1,86.0
DiRT 3,PC,2011.0,Racing,Codemasters,0.0,0.13,0.0,86.0
Wings of War,XB,2004.0,Simulation,Take-Two Interactive,0.05,0.01,0.0,62.0
The Witch and the Hundred Knight,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.07,0.02,0.1,53.0
Meitantei Conan: Aoki Houseki no Rinbukyoku,DS,2011.0,Adventure,Namco Bandai Games,0.0,0.0,0.06,69.0
Lost Heroes,3DS,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.09,69.0
Frostbite,2600,1983.0,Action,Activision,0.32,0.02,0.0,69.0
Klonoa Heroes: Densetsu no Star Medal,GBA,2002.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,69.0
Strider 2,PS,2000.0,Platform,Virgin Interactive,0.05,0.03,0.0,69.0
NHL Powerplay '96,PS,1996.0,Sports,Virgin Interactive,0.06,0.04,0.0,92.0
Military History: Commander - Europe at War,DS,2009.0,Strategy,Slitherine Software,0.0,0.01,0.0,92.0
PaRappa The Rapper,PS,1996.0,Misc,Sony Computer Entertainment,0.26,0.16,1.46,92.0
Guitar Hero: Warriors of Rock,Wii,2010.0,Misc,Activision,0.47,0.4,0.0,77.0
SD Gundam G Generation World,Wii,2011.0,Strategy,Namco Bandai Games,0.0,0.0,0.05,58.0
Conflict: Denied Ops,PC,2008.0,Shooter,Eidos Interactive,0.0,0.01,0.0,58.0
Farming Simulator 2013,X360,2013.0,Simulation,Focus Home Interactive,0.22,0.13,0.0,33.0
Ninja Gaiden Sigma 2,PS3,2009.0,Action,Ubisoft Annecy,0.52,0.16,0.08,83.0
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,X360,2010.0,Sports,Sega,0.08,0.12,0.0,52.0
The First Templar,X360,2011.0,Action,Kalypso Media,0.06,0.04,0.0,52.0
Pro Yakyuu Netsu Star 2007,PS2,2007.0,Sports,Namco Bandai Games,0.0,0.0,0.06,56.0
The Adventures of Tintin: The Game,3DS,2011.0,Action,Ubisoft,0.05,0.09,0.0,56.0
American Chopper,XB,2004.0,Racing,Zoo Digital Publishing,0.11,0.03,0.0,44.0
Beastly,Wii,2011.0,Misc,Unknown,0.03,0.0,0.0,56.0
Namco Soccer Prime Goal,PS,1995.0,Sports,Sony Computer Entertainment,0.0,0.0,0.12,56.0
Kung-Fu: High Impact,X360,2011.0,Action,Black Bean Games,0.08,0.05,0.0,56.0
Sherlock Holmes: The Mystery of the Mummy,DS,2009.0,Adventure,Focus Home Interactive,0.06,0.3,0.0,57.0
Custom Drive,PSP,2012.0,Action,D3Publisher,0.0,0.0,0.02,79.0
Jurassic: The Hunted,PS2,2009.0,Shooter,Activision,0.07,0.06,0.0,79.0
Downhill Domination,PS2,2003.0,Racing,Codemasters,0.23,0.18,0.0,79.0
Shrek Super Party,XB,2002.0,Misc,TDK Mediactive,0.1,0.03,0.0,33.0
Yu-Gi-Oh! Dark Duel Stories,GB,2000.0,Misc,Konami Digital Entertainment,0.0,0.0,0.83,87.0
Tecmo Super Bowl,PS,1996.0,Sports,Tecmo Koei,0.06,0.04,0.0,87.0
Rurouni Kenshin: Enjou! Kyoto Rinne,PS2,2006.0,Action,Banpresto,0.0,0.0,0.13,87.0
Making History: The Great War,PSP,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.12,87.0
NFL 2K2,XB,2002.0,Sports,Sega,0.13,0.04,0.0,87.0
Crazy Taxi 3: High Roller,XB,2002.0,Racing,Sega,0.14,0.04,0.02,69.0
Cabela's Big Game Hunter: Hunting Party,X360,2011.0,Sports,Activision,0.16,0.0,0.0,92.0
Fire Emblem: Awakening,3DS,2012.0,Role-Playing,Nintendo,0.9,0.45,0.54,92.0
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PC,2009.0,Shooter,Activision,0.02,0.0,0.0,59.0
Mickey's Speedway USA,N64,2000.0,Racing,Nintendo,0.37,0.08,0.14,59.0
Pro Yakyuu Famista DS 2010,DS,2010.0,Sports,Namco Bandai Games,0.0,0.0,0.08,59.0
Surf's Up,PS3,2007.0,Sports,Ubisoft,0.03,0.0,0.0,59.0
Mahjong,NES,1983.0,Misc,Nintendo,0.01,0.0,2.13,56.0
Arcade Party Pak,PS,1999.0,Misc,Midway Games,0.06,0.04,0.0,56.0
Warhawk,PS,1995.0,Simulation,Sony Computer Entertainment,0.25,0.17,0.0,56.0
SaGa 2: Hihou Densetsu - Goddess of Destiny,DS,2009.0,Role-Playing,Square Enix,0.0,0.0,0.17,56.0
SafeCracker: The Ultimate Puzzle Adventure,Wii,2008.0,Puzzle,The Adventure Company,0.07,0.01,0.0,56.0
FIFA Soccer,PSP,2005.0,Sports,Electronic Arts,0.11,0.0,0.0,73.0
Super Hero Generation,PSV,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,80.0
Family Game Night 4: The Game Show,PS3,2011.0,Misc,Electronic Arts,0.08,0.02,0.0,80.0
Tiger Woods PGA Tour 2002,PS2,2002.0,Sports,Electronic Arts,0.44,0.35,0.0,80.0
Senritsu no Stratus,PSP,2011.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.06,65.0
Virtua Striker 2,DC,1999.0,Sports,Sega,0.0,0.0,0.32,65.0
CV Casting Voice,PS3,2014.0,Adventure,Namco Bandai Games,0.0,0.0,0.02,65.0
Jurassic Park III: Park Builder,GBA,2001.0,Simulation,Konami Digital Entertainment,0.04,0.02,0.0,65.0
James Bond 007: Agent Under Fire,GC,2002.0,Shooter,Electronic Arts,0.56,0.15,0.0,74.0
Harvest Moon: More Friends of Mineral Town,GBA,2003.0,Simulation,Ubisoft,0.14,0.05,0.0,82.0
Genkai Totsuki Moero Chronicle,PSV,2014.0,Role-Playing,Compile Heart,0.0,0.0,0.08,46.0
Green Lantern: Rise of the Manhunters,Wii,2011.0,Action,Warner Bros. Interactive Entertainment,0.05,0.03,0.0,46.0
Trick x Logic: Season 1,PSP,2010.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.05,63.0
Enter the Matrix,GC,2003.0,Action,Atari,0.34,0.09,0.02,63.0
Mission: Impossible - Operation Surma,PS2,2003.0,Platform,Atari,0.14,0.11,0.0,64.0
The Sims 2: Nightlife,PC,2005.0,Simulation,Electronic Arts,1.22,0.05,0.0,76.0
Pump It Up: Exceed,XB,2005.0,Misc,Mastiff,0.01,0.0,0.0,74.0
Dance Party: Pop Hits,Wii,2009.0,Misc,Nordic Games,0.0,0.36,0.0,66.0
Classic NES Series: Excitebike,GBA,2004.0,Racing,Nintendo,0.11,0.04,0.1,66.0
18 Wheels of Steel: Extreme Trucker,PC,2009.0,Racing,Rondomedia,0.0,0.02,0.0,84.0
Summon Night 3,PS2,2003.0,Role-Playing,Banpresto,0.0,0.0,0.24,84.0
NBA 2K9,X360,2008.0,Sports,Take-Two Interactive,1.0,0.16,0.0,84.0
Supreme Commander,X360,2008.0,Strategy,505 Games,0.07,0.01,0.0,56.0
SSX 3,GC,2003.0,Sports,Electronic Arts,0.29,0.08,0.0,92.0
Jewel Quest 5: The Sleepless Star,DS,2012.0,Action,Licensed 4U,0.0,0.02,0.0,84.0
Star Wars: Battlefront II,PS2,2005.0,Shooter,LucasArts,2.18,1.02,0.03,84.0
Let's Play Garden,Wii,2010.0,Simulation,Deep Silver,0.02,0.0,0.0,58.0
Pac-Man: Adventures in Time,PSP,2006.0,Fighting,Sony Computer Entertainment,0.76,1.09,0.12,58.0
Meiji Toukyou Renka,PSP,2013.0,Adventure,Broccoli,0.0,0.0,0.02,58.0
Naruto RPG 3: Rejiuu vs Konoha Shoutai,DS,2006.0,Role-Playing,Takara Tomy,0.0,0.0,0.09,58.0
Scarlett: Nichijou no Kyoukaisen,PS2,2008.0,Adventure,Kadokawa Shoten,0.0,0.0,0.01,58.0
Bleach: Soul Resurreccion,PS3,2011.0,Fighting,Nippon Ichi Software,0.27,0.1,0.07,58.0
Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,2010.0,Action,Namco Bandai Games,0.0,0.0,0.06,83.0
Street Fighter II Turbo,SNES,1992.0,Fighting,Capcom,1.42,0.51,2.1,83.0
Short Track Racing: Trading Paint,PS2,2009.0,Racing,THQ,0.02,0.02,0.0,83.0
Big League Sports: Summer,Wii,2009.0,Sports,Activision,0.09,0.0,0.0,83.0
Durarara!! 3-way Standoff,PSP,2010.0,Adventure,ASCII Media Works,0.0,0.0,0.05,83.0
How to Train Your Dragon 2,X360,2014.0,Adventure,Little Orbit,0.05,0.1,0.0,83.0
Terraria,PC,2011.0,Action,Unknown,0.0,0.13,0.0,83.0
MotoGP 09/10,PS3,2010.0,Racing,Capcom,0.05,0.13,0.0,70.0
Pro Evolution Soccer 2010,PC,2009.0,Sports,Konami Digital Entertainment,0.0,0.01,0.0,78.0
Murdered: Soul Suspect,XOne,2014.0,Action,Square Enix,0.08,0.07,0.0,51.0
KORG DS-10 Synthesizer Plus,DS,2009.0,Misc,AQ Interactive,0.07,0.0,0.02,49.0
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.06,49.0
J-League Excite Stage '96,SNES,1996.0,Sports,Epoch,0.0,0.0,0.19,49.0
Shadow The Hedgehog,XB,2005.0,Platform,Sega,0.13,0.04,0.0,49.0
Worms Armageddon,N64,1999.0,Strategy,Infogrames,0.03,0.01,0.0,92.0
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,DS,2010.0,Role-Playing,ChunSoft,0.0,0.0,0.04,92.0
Vagrant Story,PS,2000.0,Role-Playing,Crave Entertainment,0.3,0.2,0.3,92.0
Avalon Code,DS,2008.0,Role-Playing,Rising Star Games,0.11,0.0,0.12,71.0
Petz Nursery,DS,2009.0,Simulation,Ubisoft,0.5,0.0,0.0,68.0
Hakuouki SSL: Sweet School Life,PSV,2014.0,Adventure,Idea Factory,0.0,0.0,0.05,68.0
Major League Baseball 2K12,X360,2012.0,Sports,Take-Two Interactive,0.47,0.0,0.0,68.0
Defender,XB,2002.0,Misc,Midway Games,0.07,0.02,0.0,69.0
Ms. Pac-Man: Maze Madness,N64,2000.0,Puzzle,Namco Bandai Games,0.18,0.04,0.0,83.0
Ringling Bros. and Barnum & Bailey: Circus Friends,DS,2009.0,Action,Take-Two Interactive,0.15,0.0,0.0,83.0
Boktai: The Sun is in Your Hand,GBA,2003.0,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,83.0
Strikers 1945,PS,1998.0,Shooter,Midas Interactive Entertainment,0.07,0.05,0.0,63.0
Balloon Pop,Wii,2007.0,Puzzle,505 Games,0.04,0.0,0.0,46.0
MapleStory DS,DS,2010.0,Role-Playing,Nexon,0.0,0.0,0.03,46.0
King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,2010.0,Fighting,SNK Playmore,0.0,0.0,0.01,46.0
R-Type III: The Third Lightning,GBA,2004.0,Shooter,Zoo Digital Publishing,0.02,0.01,0.0,46.0
Outlaw Golf 2,PS2,2004.0,Sports,Global Star,0.17,0.14,0.0,63.0
Final Fantasy II Anniversary Edition,PSP,2007.0,Role-Playing,Square Enix,0.36,0.02,0.07,63.0
SPRay,Wii,2008.0,Action,Tecmo Koei,0.04,0.0,0.0,42.0
MLB 15: The Show,PSV,2015.0,Sports,Sony Computer Entertainment,0.01,0.0,0.0,83.0
Ms. Pac-Man: Maze Madness / Pac-Man World,GBA,2005.0,Puzzle,Namco Bandai Games,0.17,0.06,0.0,83.0
Donkey Kong,2600,1981.0,Platform,Coleco,1.36,0.08,0.0,83.0
Age of Conan: Rise of the Godslayer,PC,2010.0,Role-Playing,Funcom,0.0,0.02,0.0,83.0
NHL 2002,GBA,2002.0,Sports,Electronic Arts,0.09,0.03,0.0,63.0
Diddy Kong Racing DS,DS,2007.0,Racing,Nintendo,1.09,0.03,0.0,63.0
Stronghold,PC,2001.0,Strategy,Gathering of Developers,0.0,0.09,0.0,81.0
Mega Man Zero 2,GBA,2003.0,Platform,Capcom,0.18,0.07,0.17,81.0
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,2005.0,Action,Disney Interactive Studios,0.36,0.01,0.0,68.0
WWE SmackDown vs. Raw 2010,PSP,2009.0,Fighting,THQ,0.25,0.22,0.0,82.0
Sonic Rush,DS,2005.0,Platform,Sega,1.21,1.56,0.06,82.0
F1 2012,PS3,2012.0,Racing,Codemasters,0.12,0.63,0.05,81.0
Gradius Collection,PSP,2006.0,Shooter,Konami Digital Entertainment,0.04,0.0,0.02,76.0
Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,PS2,2001.0,Misc,Hudson Soft,0.0,0.0,0.49,77.0
Family Game Night 4: The Game Show,Wii,2011.0,Misc,Electronic Arts,0.12,0.03,0.0,77.0
Fantasia: Music Evolved,XOne,2014.0,Misc,Disney Interactive Studios,0.11,0.03,0.0,77.0
Just Dance Kids 2,Wii,2011.0,Misc,Ubisoft,0.25,0.0,0.0,67.0
World Trigger: Borderless Mission,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,0.04,67.0
NCAA March Madness 08,PS3,2007.0,Sports,Electronic Arts,0.08,0.0,0.0,67.0
Armored Core 4,X360,2007.0,Simulation,505 Games,0.19,0.01,0.03,65.0
Hometown Story,3DS,2013.0,Role-Playing,Rising Star Games,0.23,0.12,0.04,47.0
God of War III,PS3,2010.0,Action,Sony Computer Entertainment,2.74,1.33,0.12,92.0
Challenge Me: Brain Puzzles 2,Wii,2010.0,Puzzle,O-Games,0.0,0.05,0.0,48.0
Road Rash: Jailbreak,PS,1999.0,Racing,Electronic Arts,0.22,0.15,0.0,48.0
Midway's Greatest Arcade Hits,GBA,2001.0,Misc,Midway Games,0.18,0.07,0.0,48.0
Tokyo Majin Gakuen: Kenfuuchou,DS,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.03,60.0
Pop'n Music 13 Carnival,PS2,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,60.0
Danny Phantom: Urban Jungle,DS,2006.0,Action,THQ,0.04,0.0,0.0,60.0
Fancy Nancy: Tea Party Time!,DS,2010.0,Adventure,THQ,0.16,0.0,0.0,60.0
Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,3DS,2012.0,Adventure,D3Publisher,0.0,0.0,0.03,60.0
Fast & Furious: Showdown,PS3,2013.0,Action,Activision,0.0,0.02,0.0,60.0
Naruto: Gekito Ninja Taisen! 3,GC,2004.0,Fighting,Tomy Corporation,0.0,0.0,0.43,60.0
DanceDanceRevolution,PS3,2010.0,Simulation,Konami Digital Entertainment,0.12,0.05,0.0,60.0
SingStar Pop Edition,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.18,0.0,71.0
Pro Cycling Manager 2016,PS4,2016.0,Sports,Focus Home Interactive,0.0,0.07,0.0,71.0
The 3rd Birthday,PSP,2010.0,Role-Playing,Square Enix,0.13,0.07,0.27,71.0
Code Geass: Hangyaku no Lelouch,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.03,79.0
Seinaru Kana: Orichalcum no Na no Motoni,PSP,2012.0,Action,CyberFront,0.0,0.0,0.02,79.0
NCAA Football 13,PS3,2012.0,Action,Electronic Arts,0.82,0.0,0.0,79.0
SCORE International Baja 1000: The Official Game,PS2,2008.0,Racing,Activision,0.0,0.0,0.0,46.0
Drake & Josh: Talent Showdown,DS,2007.0,Adventure,THQ,0.03,0.0,0.0,46.0
Surfing H3O,PS2,2000.0,Sports,Take-Two Interactive,0.12,0.1,0.0,46.0
Commander: Conquest of the Americas,PC,2010.0,Strategy,Paradox Interactive,0.0,0.02,0.0,68.0
Victorious Boxers: Revolution,Wii,2007.0,Fighting,Ubisoft,0.07,0.0,0.06,59.0
Naruto Shippuden: Ultimate Ninja Storm 4,XOne,2016.0,Fighting,Namco Bandai Games,0.21,0.07,0.0,81.0
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE,PS2,2006.0,Misc,Sega,0.0,0.0,0.24,90.0
J-League Winning Eleven 9: Asia Championship,PS2,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,90.0
Kaidan Restaurant: Ura Menu 100-Sen,DS,2010.0,Misc,Namco Bandai Games,0.0,0.0,0.08,90.0
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS3,2016.0,Misc,Tecmo Koei,0.0,0.0,0.04,90.0
Assassin's Creed: Brotherhood,PS3,2010.0,Action,Ubisoft,1.87,0.55,0.11,90.0
Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,DS,2007.0,Misc,Nintendo,0.0,0.0,0.27,69.0
NHL FaceOff '97,PS,1996.0,Sports,Sony Computer Entertainment,0.26,0.17,0.0,69.0
Pinball Tycoon,GBA,2002.0,Misc,Ignition Entertainment,0.03,0.01,0.0,69.0
River Raid II,2600,1988.0,Shooter,Activision,0.47,0.03,0.0,69.0
NBA Live 07,XB,2006.0,Sports,Electronic Arts,0.04,0.01,0.0,69.0
Brutal Legend,X360,2009.0,Action,Electronic Arts,0.62,0.26,0.0,82.0
Lost in Shadow,Wii,2010.0,Platform,Konami Digital Entertainment,0.09,0.0,0.01,68.0
The Amazing Spider-Man 2 (2014),PC,2014.0,Action,Activision,0.0,0.01,0.0,50.0
Ro-Kyu-Bu!,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.08,50.0
The Magical Quest starring Mickey Mouse,SNES,1992.0,Platform,Capcom,0.66,0.17,0.35,50.0
Killing Zone,PS,1996.0,Fighting,Acclaim Entertainment,0.03,0.02,0.0,50.0
Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2005.0,Role-Playing,Capcom,0.09,0.03,0.62,50.0
Culdcept,3DS,2012.0,Misc,Nintendo,0.0,0.0,0.16,50.0
Legendary,PS3,2008.0,Shooter,Atari,0.08,0.03,0.0,50.0
King of Fighters: Maximum Impact,PS2,2004.0,Fighting,Ignition Entertainment,0.13,0.1,0.0,64.0
Taikou Risshiden V,PSP,2009.0,Strategy,Tecmo Koei,0.0,0.0,0.04,80.0
Metal Gear Solid V: Ground Zeroes,PC,2014.0,Action,Konami Digital Entertainment,0.0,0.01,0.0,80.0
Far East of Eden II: Manji Maru,PS2,2003.0,Role-Playing,Hudson Soft,0.0,0.0,0.17,83.0
Theme Park,SAT,1994.0,Simulation,Electronic Arts,0.0,0.0,0.08,83.0
Lumines: Electronic Symphony,PSV,2012.0,Misc,Ubisoft,0.09,0.09,0.01,83.0
Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,0.05,89.0
Demon Gaze 2,PSV,2014.0,Role-Playing,Experience Inc.,0.0,0.0,0.02,89.0
Guild Wars,PC,2005.0,Role-Playing,NCSoft,0.03,0.0,0.0,89.0
We Ski & Snowboard,Wii,2008.0,Sports,Atari,0.38,0.29,0.15,62.0
F1 2014,PS3,2014.0,Racing,Codemasters,0.07,0.26,0.02,62.0
World Stadium EX,PS,1996.0,Sports,Namco Bandai Games,0.0,0.0,0.41,77.0
World of Final Fantasy,PSV,2016.0,Role-Playing,Square Enix,0.04,0.06,0.08,77.0
Unreal Tournament III,X360,2008.0,Shooter,Midway Games,0.25,0.17,0.01,82.0
Ni no Kuni: Wrath of the White Witch,PS3,2011.0,Role-Playing,Namco Bandai Games,0.6,0.47,0.21,85.0
Jikkyou Powerful Pro Yakyuu '98 Ketteiban,PS,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.25,68.0
Captain Morgane and the Golden Turtle,PS3,2012.0,Adventure,Reef Entertainment,0.0,0.02,0.0,68.0
Gungrave: Overdose,PS2,2004.0,Shooter,Play It,0.07,0.05,0.0,68.0
Slotter Mania P: Tetsuya Shinjuku vs Ueno,PSP,2010.0,Misc,Dorart,0.0,0.0,0.01,72.0
Lost Kingdoms,GC,2002.0,Role-Playing,Activision,0.1,0.02,0.04,72.0
Warriors of Might and Magic,PS,2001.0,Adventure,3DO,0.07,0.05,0.0,72.0
Castlevania: Lords of Shadow - Reverie,X360,2011.0,Action,Konami Digital Entertainment,0.02,0.0,0.0,72.0
Tennis no Oji-Sama: Genius Boys Academy,GBA,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.24,72.0
Yoshi Touch & Go (JP sales),DS,2005.0,Platform,Nintendo,0.0,0.0,0.22,72.0
NBA 2K8,PS2,2007.0,Sports,Take-Two Interactive,0.5,0.02,0.0,72.0
X-Men Legends,XB,2004.0,Role-Playing,Activision,0.62,0.24,0.0,82.0
Curse of the Amsterdam Diamond,DS,2012.0,Puzzle,Easy Interactive,0.0,0.01,0.0,60.0
The Wild Thornberrys: Chimp Chase,GBA,2001.0,Action,THQ,0.11,0.04,0.0,60.0
Classic Road,SNES,1993.0,Sports,Victor Interactive,0.0,0.0,0.11,60.0
Higurashi Daybreak Portable,PSP,2008.0,Adventure,Alchemist,0.0,0.0,0.06,60.0
The Legend of Heroes: Trails in the Sky First Chapter,PSP,2006.0,Role-Playing,Ghostlight,0.1,0.03,0.06,60.0
One Piece: Burning Blood,XOne,2016.0,Fighting,Namco Bandai Games,0.03,0.02,0.0,60.0
WWE 2K17,PS3,2016.0,Sports,Take-Two Interactive,0.05,0.07,0.0,76.0
Doom II: Hell on Earth,GBA,2002.0,Shooter,Activision,0.03,0.01,0.0,76.0
Tomb Raider: Underworld,X360,2008.0,Action,Eidos Interactive,0.53,0.42,0.01,76.0
Child of Eden,X360,2011.0,Shooter,Ubisoft,0.28,0.12,0.0,84.0
Virtua Tennis 3,PS3,2007.0,Sports,Sega,0.23,0.58,0.03,80.0
Imagine Figure Skater (JP sales),DS,2007.0,Sports,Ubisoft,0.0,0.0,0.01,82.0
Neverwinter Nights 2: Mask of the Betrayer,PC,2007.0,Role-Playing,Atari,0.0,0.01,0.0,82.0
Legacy of Kain: Defiance,PS2,2003.0,Action,Eidos Interactive,0.26,0.2,0.0,75.0
Pac-Man Player's Choice Bundle,GC,2003.0,Misc,Namco Bandai Games,0.48,0.12,0.0,64.0
Pokemon XD: Gale of Darkness,GC,2005.0,Role-Playing,Nintendo,0.71,0.19,0.31,64.0
Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,2009.0,Action,Takara Tomy,0.0,0.0,0.03,79.0
Marie no Atelier: Salburg no Renkinjutsushi,PS,1997.0,Role-Playing,Gust,0.0,0.0,0.23,79.0
Great Battle Full Blast,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,79.0
Penguins of Madagascar,Wii,2014.0,Action,Namco Bandai Games,0.0,0.01,0.0,79.0
Astrology DS,DS,2009.0,Misc,Deep Silver,0.03,0.0,0.0,79.0
