Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,variety,winery
85574,Portugal,"An attractively perfumed wine, with Malvasia giving an aromatic character, laced with lemon juice and peach. Fruity, ready to drink.",Branco,87,,Douro,,,Portuguese White,Lavradores de Feitoria
85624,Portugal,"A soft, open style of wine, missing real definition, but showing a pleasant, creamy character. Melon and pear mark the fruit flavors, with acidity that gives some easy freshness.",Cister da Ribeira Branco,84,12.0,Douro,,,Portuguese White,Quinta de Ventozelo
85659,Portugal,"With Chardonnay giving weight to the blend, this is a full-bodied, rich and ripe wine. It has great balance, with flavors of pineapple, citrus and sweet pear enclosed in the firm texture. Worth aging for a few years.",Casa das Gaeiras Branco,90,,Lisboa,,,Portuguese White,Parras Vinhos
85664,Portugal,"This is a toast- and spice-laden wine that has richness and smooth, creamy fruit notes. It's balanced with firm acidity that adds to the vanilla and white fruit flavors. Delicious now, but it will age.",Andreza Grande Reserva Branco,90,,Douro,,,Portuguese White,Wines & Winemakers
85670,Portugal,"Rich and full bodied, this is a warm, rounded wine. It has superrich black fruits that push right through the tannic shell, adding a juicy character to a wine that will need several years to mature. On the finish, acidity and a dried fruit flavor combine with firm tannins.",Reserva,90,19.0,Alentejano,,,Portuguese Red,Fitapreta Vinhos
85890,Portugal,"Ripe and juicy, full of blueberry fruit flavors, very smooth and velvet while also shot through with acidity. A delicious, ripe wine that is ready to drink now.",Tinto,87,,Alentejano,,,Portuguese Red,Casa de Santa Vitoria
85909,Portugal,"Very dry, the fruit losing some freshness with the wood aging. However the structure is firm and dark. With the acidity, this could be a wine for aging over 1–2 years.",Grande Reserva Tinto,87,34.0,Douro,,,Portuguese Red,Quanta Terra
85955,Portugal,"Packed with the warm richness of Alentejo, this is a dense, solidly tannic wine. It has power and weight, with a dark chocolate flavor and a bone-dry core. Concentrated and rich, with a sweet finish.",Casa Brancas Reserva,90,,Alentejano,,,Portuguese Red,Parras Vinhos
85960,Portugal,"A powerful wine—this is striated with dark fruits and tannins. The fruit is layered with an impressive feel of wood aging. Solid and very ageworthy, this should keep for 3-4 years.",Reserva,90,62.0,Alentejano,,,Portuguese Red,Cortes de Cima
85969,Portugal,"A finely structured wine that has serious tannins as well as red berry fruits. It is dense with a strong minerally, chewy texture; it's certainly rich but also elegant. For aging over 3-4 years.",,90,,Alentejano,,,Touriga Franca,Herdade de São Miguel
86199,Portugal,"A fresh, bright-fruited wine, with red cherry flavors, soft fruit and delicious acidity. The wine feels light, very balanced.",Reguengos,87,9.0,Alentejo,,,Portuguese Red,Cooperativa Reguengos de Monsaraz
86200,Portugal,"Attractive oily, fruity and fresh wine, mineral with green plum flavors touched with lemon. For drinking now to preserve its bright, ripe character.",Branco,87,11.0,Douro,,,Portuguese White,Castello d'Alba
86202,Portugal,"A ripe, lively wine that manages to restrain its generosity with smoky tannins, great blackberry fruits and balancing acidity. Ready to drink now.",,87,45.0,Alentejano,,,Trincadeira,Cortes de Cima
86204,Portugal,"Made from Caladoc and Tinta Roriz, this is a polished, while still fresh, wine. It's acidity points up the juicy berry fruits, the tannins almost an afterthought in this balanced, structured wine.",Alta Corte,87,9.0,Lisboa,,,Portuguese Red,DFJ Vinhos
86267,Portugal,"Powerful and textured, this has weight from the white and citrus fruits, with strong mineral undertones. It's dense and complex; the great acidity is tangled into the firm structure on the finish.",Azeo,90,,Douro,,,Portuguese White,Quinta de São José
86276,Portugal,"This is firm, with a dense dark-plum flavor and craggy tannins. It is very rich, although its acidity sustains some freshness. Ripe and juicy, this can age for 3-4 years.",Herdade da Pimenta,90,17.0,Alentejano,,,Portuguese Red,Herdade de São Miguel
86323,Portugal,"A fresh, lightly sparkling Vinho Verde, with crisp green apples and a light, summery poise of acidity, finishing with grapefruit.",,86,12.0,Vinho Verde,,,Portuguese White,Aveleda
86334,Portugal,"Bright grapefruit and citric flavors give the wine a bright, floral character, punctuated by tight acidity. The wine has extreme mouthwatering freshness and a crisp aftertaste.",,86,,Estremadura,,,Arinto,Quinta de Chocapalha
86490,Portugal,"A blend of Antão Vaz and Arinto, this is a deliciously fresh wine, lighted by acidity and with a tight texture. Drink now for summer pleasure.",,87,10.0,Alentejano,,,Portuguese White,Alente
86497,Portugal,"A wine that emphasizes the black currant acidity and firm tannins of Cabernet Sauvignon. The fruit layers acidity, wood and some herbs. Age for another year.",Casa do Lago Grande Reserva,87,10.0,Lisboa,,,Cabernet Sauvignon,DFJ Vinhos
86499,Portugal,"One of a pair of wines under the Grilos name, this Alentejo blend is soft and generous, its ripe berry fruits laced with licorice. Juicy and ready to drink.",Grilos,87,11.0,Alentejano,,,Portuguese Red,Dão Sul
86500,Portugal,"A wine that combines extreme fruitiness with more complex layers of wood, licorice, ripe spice, blackberries and a firm core of tannins.",Monte da Cal,87,10.0,Alentejano,,,Portuguese Red,Dão Sul
86510,Portugal,"The extra years before release of this wine have certainly enabled it to develop some mature, smooth wood and ripe fruit characters. It has firm tannins, certainly, while giving the black currant fruit flavors a great chance to shine.",Grande Escolha,87,35.0,Bairrada,,,Portuguese Red,Quinta de Baixo
86511,Portugal,"A rounded, smooth-textured white, given freshness by the acidity that offers a lemon zest edge. Green herbs and apple juice shine on the balanced, crisp finish.",Pomares,87,15.0,Douro,,,Portuguese White,Quinta Nova de Nossa Senhora do Carmo
86523,Portugal,"The freshness of Arinto certainly gives this wine an attractive lift. But there is also something concocted here, a taste of candies and fruit drops that jars. This may be something to do with the final sweet aftertaste. Perhaps a curiosity.",Extra Bruto Special Cuvée,83,29.0,Bucelas,,,Arinto,Quinta do Boição
86558,Portugal,"Structured, elegant and fruity, this has a ripe black fruit flavor and a spiced-wood accent, with soft tannins that lend shape to a wine that is already delicious enough to drink.",Rapariga da Quinta Colheita Selecciondada,90,15.0,Alentejano,,,Portuguese Red,Luis Duarte
86559,Portugal,"This is a concentrated wine, with medicinal and herbal characters alongside the tarry fruit flavor and firm tannins. It is rich, still needing some time to develop; the wood is layerd on the spicy aftertaste.",Herdade da Pimenta Grande Escolha,90,41.0,Alentejano,,,Portuguese Red,Herdade de São Miguel
86579,Portugal,"Very firm in character, this is a solid, tannin-driven wine that's packed with dark fruit. With its density, black plum flavor and concentration, it is still young and ready to age for at least five years.",Casa das Gaeiras,90,,Lisboa,,,Portuguese Red,Parras Vinhos
86610,Portugal,"A wood-aged white with light toast character to complement the creamy pear and melon flavors. It is full in the mouth, rounded and soft.",Vila Santa,86,10.0,Alentejano,,,Portuguese White,J. Portugal Ramos
86614,Portugal,"A bright, fruity wine, with a layer of earthiness and gentle tannins. Flavors of red currants, beetroot and perfumed herbs meld together, while the lively acidity sets a good seal on the aftertaste.",Periquita,86,11.0,Terras do Sado,,,Portuguese Red,José Maria da Fonseca
86617,Portugal,"Spicy wine from the wood and from the ripe berry fruits. The acidity is light, a sideshow to the juicy fruit, flavors of nutmeg and red cherries and a fine kick of dry tannin.",Monte Altentejano Tinto,86,8.0,Alentejano,,,Portuguese Red,DFJ Vinhos
86624,Portugal,"Juicy, sweet fruited wine, with a ripe, jammy character allied to fresh acidity and soft tannins. With enticing raspberry flavors, the wine is for easy and early drinking.",Espirito Tinto,86,10.0,Tejo,,,Portuguese Red,Quinta da Lagoalva de Cima
86784,Portugal,"A blend of four grapes, including Sauvignon Blanc and Viognier, the white Chaminé has a full feel to it. An open oily texture also preserves herbaceous crispness and a final burst of acidity.",Chaminé,86,13.0,Alentejano,,,Portuguese White,Cortes de Cima
86789,Portugal,"Soft, rich wine, with flavors of ripe plums, a touch of bell pepper, spice and tense acidity. Great drink-me-now wine.",Point West,86,9.0,Lisboa,,,Touriga Nacional,DFJ Vinhos
86822,Portugal,"A sprightly, spritzy wine, with fresh strawberry, a touch of caramel and light berry acidity. There is some softness, particularly at the end, with a flavor of boiled candies.",Famega,82,9.0,Portuguese Table Wine,,,Rosé,Caves da Cerca
86928,Portugal,"A light, modern, just off-dry and fruity wine, freshened by bright lime and apricots, with a tang of orange zest. This is crisp, very clean, a good apéritif drink.",Espirito Branco,86,10.0,Tejo,,,Portuguese White,Quinta da Lagoalva de Cima
86934,Portugal,"Soft, smooth and ripe wine, its strawberry flavors just off-dry. The acidity makes a good balance, lifting the wine and emphasizing the light tannic touch. A good food rosé.",Monte Alentejano,85,8.0,Alentejano,,,Rosé,DFJ Vinhos
86939,Portugal,"A superripe, soft wine, all pear and yellow fruit flavors, touched with apricot juice and light honey and lemon. The wine rolls smoothly with a light texture of pear skins.",Sexy Branco,85,13.0,Alentejano,,,Portuguese White,Fitapreta Vinhos
87081,Portugal,"Plenty of fruit, right in your face with its very fresh character, sweetness, flavors of loganberries and a touch of spice.",Unoaked,86,14.0,Douro,,,Touriga Nacional,Castello d'Alba
87087,Portugal,"In a delicious, fruity vein, here are red berry fruits, spiced with nutmeg and toast and given structure by juicy sweet tannins. Drink now.",Chão das Rolas,86,10.0,Setubal,,,Portuguese Red,Herdade da Comporta
87089,Portugal,"With short wood aging, the wine has preserved its primary attractive blackberry juice flavor. It is solid and chunky, while keeping freshness. For drinking now.",Tinto,86,19.0,Alentejano,,,Portuguese Red,Monte da Ravasqueira
87157,Portugal,"Big and fruity, this has a juicy blackberry flavor that's leavened with a herbal tang. It is warm and rounded—the fruit right up front. Given this soft texture, the wine will age quickly and is ready to drink.",Monte Cascas Reserva,89,,Douro,,,Portuguese Red,Casca Wines
87160,Portugal,"This is ripe, spicy and red fruited, packing considerable fruitiness from the flavors of juicy berries and the comfortable bed of tannins. With its acidity and bright finish, it could age 2-3 years, but is ready to drink now.",Vila Santa Reserva,89,20.0,Alentejano,,,Portuguese Red,J. Portugal Ramos
87240,Portugal,"This popular wine is about fresh fruit, vividly displayed with red cherries and red plum flavors, light tannins and easy acidity. To drink now.",Marquês de Borba,85,15.0,Alentejo,,,Portuguese Red,J. Portugal Ramos
87253,Portugal,"Spicy toast and wood aromas are the prelude to a wine that is extra soft, velvet almost, only hinting at tannins. The acidity is what gives structure to this wine, the berry and fig flavors rounding it out.",Sexy Tinto,85,13.0,Alentejano,,,Portuguese Red,Fitapreta Vinhos
87256,Portugal,"The wine region of Lisboa (Lisbon) is the changed name for Estremadura's regional wines, although some confusion remains. This red in the Coreto range has some attractive berry fruits along with a soft, velvet structure that makes it an easy drink. Screwcap.",Coreto Tinto,85,6.0,Lisboa,,,Portuguese Red,DFJ Vinhos
87362,Portugal,"Ripe, soft tannins layer with juicy, forward berry fruits and acidity. Here is a wine that is attractive, deliciously fruity, its flavors just ready to cut through a steak.",Segada Tinto,86,8.0,Lisboa,,,Portuguese Red,DFJ Vinhos
87363,Portugal,"A soft, gentle medium-weight wine with attractive acidity, fresh red berry fruits and light tannins. Ready to drink.",Vinha Conchas,86,9.0,Lisboa,,,Portuguese Red,Quinta da Cortezia
87374,Portugal,"Fat, mature wine with flavors of English walnuts, an edge of acidity and green herbs.",Adriano Branco,86,,Douro,,,Portuguese White,Ramos-Pinto
87385,Portugal,"A great value, this young fruit wine just bursts with fresh red berry fruits and bright acidity. The tannins are soft, giving a wine that is deliciously ready to drink.",Chaminé,86,13.0,Alentejano,,,Portuguese Red,Cortes de Cima
87443,Portugal,"An impressively concentrated wine, showing the hallmark Dow's dry edge, but still full of ripe fruit, flavors of black plums and berries. It has weight and spice, but also a delicious perfume, layered through a smooth, opulent texture.",Vintage,95,,Port,,,Port,Dow's
87456,Portugal,"This is a serious, rich, fruity wine. It has a sense of power and concentration; the black fruits push against the firm tannins. Nutmeg and blueberry notes mix with tense acidity on the finish.",Rio Real,89,,Douro,,,Portuguese Red,Parras Vinhos
87468,Portugal,"Rich red fruits, wood flavors and smooth tannins combine in this ripe wine. It has flavors of spice, blackberry juice, plum and mulberry. There is a dry edge of firmness to hold it all together.",Gaeiras Colheita Seleccionada,89,,Lisboa,,,Portuguese Red,Parras Vinhos
87470,Portugal,"Attractively touched by wood, this is a round and spicy wine. A yellow fruit flavor is edged with a kiwi note, lending a good balance between richness and crispness. Ripe and full, this could age a year or two.",Monte Cascas Colheita,89,,Douro,,,Portuguese White,Casca Wines
87476,Portugal,"This is an intense, aromatic wine. It has green- and white-fruit flavors that are rounded out by oak, which lends a spice note and a soft texture. The finish is tangy and mineral driven. This is worth aging for a year.",Vila Santa Branco Reserva,89,20.0,Alentejano,,,Portuguese White,J. Portugal Ramos
87552,Portugal,"The Estremadura region, north of Lisbon, is at the western extremity of mainland Europe. It produces a good line in this style of fresh, crisp wines, light and bright. There is just a hint of sweetness, with currant flavors and a final softness.",Point West,85,9.0,Estremadura,,,Portuguese White,DFJ Vinhos
87555,Portugal,"A lively, fresh, lightly sweet wine, with raspberry and caramel flavors. It is crisp, but soft with an easy balancing acidity.",Espirito Rosé,85,10.0,Tejo,,,Portuguese Red,Quinta da Lagoalva de Cima
87561,Portugal,"Young citrus aromas, followed by a palate of creamy apple sauce and pears, light in flavor, but certainly fresh and fruity.",Coroa D'Ouro,85,12.0,Douro,,,Portuguese White,Poças
87674,Portugal,"Big, tannic wine, showing some dark-hued fruit, layered acidity, with spice, licorice and final freshness. Screwcap.",Aya Intense,86,,Alentejano,,,Portuguese Red,Logowines
87678,Portugal,"Bright black currant fruit, lively acidity and an easy layer of tannins—this wine is fresh, ripe and ready to drink.",Tinto,86,,Douro,,,Portuguese Red,Lavradores de Feitoria
87688,Portugal,"Earthbound Syrah, with plenty of acidity to go with the berry fruits. It pushes its freshness as much as its weighty black flavors, with a warm ripe feel to it.",Incógnito,86,60.0,Alentejano,,,Syrah,Cortes de Cima
87750,Portugal,"Big, tannic and bold wine, this has ripe black fruits and sweet tannins, with a firm, mineral edge. Richness and structure combine to form a dense wine that should age for over three years.",Azul Portugal Reserva,89,,Douro,,,Portuguese Red,Wines & Winemakers
87773,Portugal,"Minerally in texture, this has a core of firm tannin, with streaks of red fruit and acidity. It is always going to be a firm, dry wine.",Colheita,89,19.0,Dão,,,Portuguese Red,Vinha Paz
87861,Portugal,"The Bastardo grape is rare in the Douro, but it can produce a fresh style of red, fruity with red cherry juice and bright with cranberry acidity. For drinking young.",Conceito Bastardo,85,30.0,Duriense,,,Bastardo,Conceito Vinhos
87962,Portugal,"A pear-and pineapple-flavored wine, lifted with bright fresh acidity. There is a smooth texture that comes from ripe fruit. Drink now to enjoy its crispness.",Branco,86,,Alentejano,,,Portuguese White,Casa de Santa Vitoria
87968,Portugal,"With its beautiful burst of lemon aromas, this is a really fresh wine, very crisp, very bright. The wine has a tangy texture that tingles with lively acidity. Screwcap.",,86,12.0,Tejo,,,Arinto,Quinta da Alorna
87973,Portugal,"As often with wines that have some Baga in the blend, rusticity fights with elegance. In this case, elegance is winning as the wine ages. The herbal element is important as is the sweet jelly fruit.",Quinta do Valdoeiro,86,11.0,Bairrada,,,Portuguese Red,Messias
88075,Portugal,"Firm and dense, this has flavors of intense spice and red berry, with solid, dark tannins. It is big, rounded and concentrated. This is likely to age.",Castelo do Sulco Reserva,88,11.0,Lisboa,,,Portuguese Red,Parras Vinhos
88159,Portugal,"A soft and creamy wine, freshened with a little citrus. It has only light acidity, the main focus being pear and red apple flavors. It rolls easily around the palate, finishing freshly. Screwcap.",Coreto Branco,84,6.0,Lisboa,,,Portuguese White,DFJ Vinhos
88160,Portugal,"A lively, crisp wine, packed with bright raspberries, red cherries and acidity. It has a touch of caramel, but no more. The freshness is much more important. Screwcap.",Coreto,84,6.0,Estremadura,,,Rosé,DFJ Vinhos
88306,Portugal,The name Quartetto refers to the blend of four grapes that produce an openly soft wine with good acidity and a gentle structure. For drinking now.,Monte da Cal Quartetto,85,10.0,Alentejano,,,Portuguese Red,Dão Sul
88307,Portugal,"Crisp and lively wine, with delicate lemon and more forward melon and apricot flavors. Ready for an apéritif this summer.",Monte Alentejano Branco,85,8.0,Alentejano,,,Portuguese White,DFJ Vinhos
88354,Portugal,"A bold, ripe wine that shows fruitiness. While there is some tannic structure behind all the rich plum fruit and acidity, the attraction is all up front and ready to go.",,88,,Alentejano,,,Syrah,Herdade de São Miguel
88356,Portugal,"Herbaceous and richly crisp, its acidity is tangy with mineral undertones and bright green- and white-fruit flavors. This is delicious and fruity, with a great final zing.",Tons de Duorum Branco,88,10.0,Douro,,,Portuguese White,Duorum
88495,Portugal,"The wine tastes young, its fruits and wood characters not quite integrated. But it has a good light touch of redcurrants and blackberries to go with the acidity. The wood gives dry tannins and a firm structure.",Pedras do Monte,84,8.0,Terras do Sado,,,Castelão,DFJ Vinhos
88602,Portugal,"Soft wine, it shows attractive red berry fruits and the lightest of tannins with its fresh, juicy character. Ready to drink now.",Monsaraz,85,12.0,Alentejo,,,Portuguese Red,Cooperativa Reguengos de Monsaraz
88607,Portugal,"Dominated by acidity, this is a wine that offers red and black currant fruits, very juicy, just smoothed by wood.",Pancas,85,10.0,Lisboa,,,Portuguese Red,Companhia das Quintas
88608,Portugal,"An earthbound white, with a rustic edge to it, while also having acidity and white fruits. A bitter almond character gives shape and texture.",Branco,85,20.0,Setubal,,,Portuguese White,Herdade da Comporta
88617,Portugal,"Bright red-fruited wine, its acidity well blended into the soft, full fruit. The wine has spice, toast, wild herbs.",Casa do Lago,85,9.0,Lisboa,,,Portuguese Red,DFJ Vinhos
88666,Portugal,"Sweet fruit, coupled with a core of firm tannins form a wine that is dense and juicy. It has fine layers of acidity, with black plum and chocolate flavors and a finish that's smooth yet still firm.",Casa Brancas,88,,Alentejano,,,Portuguese Red,Parras Vinhos
88892,Portugal,"An attractive, fruity wine for drinking now, this is full of approachable berry and red cherry fruits and fresh acidity.",Terras de Xisto,85,9.0,Alentejano,,,Portuguese Red,Roquevale
88894,Portugal,"A light, bright, deliciously lemony wine, with an attractive aromatic lift. Fruity, ready to drink now.",Vinha Conchas,85,9.0,Lisboa,,,Portuguese White,Quinta da Cortezia
88896,Portugal,"The wine feels huge, showing its alcohol—maybe too much—with a touch of pepper. The black plum fruit flavors are fully ripe with only a hint of acidity.",Vértice Grande Reserva,85,35.0,Douro,,,Portuguese Red,Caves Transmontanas
88900,Portugal,"Simple, fruity lemon-and melon-flavored wine. The acidity is well integrated with the more rounded texture, finishing soft and fruity.",Branco,85,7.0,Alentejano,,,Portuguese White,Finisterra
88902,Portugal,"Soft, ripe, juicy wine, full of bright red berry fruits, soft tannins and a light structure. The wine is ready to drink, the final flavor lifted by acidity.",Fonte do Beco,85,8.0,Setubal,,,Castelão,DFJ Vinhos
88950,Portugal,"A floral, ripe and full of sweet yellow-fruit flavors, this is round, with its softness balanced by some acidity. Flavors of green plum skins and apples add tang.",Quinta do Gradil,88,,Lisboa,,,Viognier,Parras Vinhos
88956,Portugal,"Fruit and barnyard flavors combine to give a wine that, while on the rustic side, still has an attractive juicy quality. It is full bodied; its acidity combines with a ripe plum flavor.",,88,20.0,Alentejano,,,Portuguese Red,Cortes de Cima
88967,Portugal,"Round and ripe, this balances rich white- and yellow-fruit flavors with fine lime and pink grapefruit acidity. The result is balanced and fruity, with a fine, crisp finish.",Branco,88,20.0,Setubal,,,Portuguese White,Herdade da Comporta
89087,Portugal,"Pink-colored, with flavors of soft caramel and sweet strawberry and just enough acidity to give some balance. It's easy, full in the mouth, bright and finally fresh.",Sexy Rosé,83,13.0,Alentejano,,,Portuguese Red,Fitapreta Vinhos
89166,Portugal,"Red berry, toast, vanilla and soft tannins. A wine that is fruity, ready to drink.",Pegos Claros,85,10.0,Palmela,,,Castelão,Companhia das Quintas
89176,Portugal,"Fresh berry fruits laced with acidity is the hallmark of this fruity wine. The tannins are light, with delicious ripe fruit, ready to drink now.",Cortello,85,10.0,Lisboa,,,Portuguese Red,Quinta do Gradil
89177,Portugal,"The juiciest fruit gives soft tannins while heightening the acidity. There is a cool element, despite the surface richness of the wine, of jam with a twist of lemon. For drinking now.",Cabernet Sauvignon/Aragonez,85,,Lisboa,,,Portuguese Red,Sanguinhal
89251,Portugal,"It might be called Reserva, but in fact this is a fruity, ready-to-drink wine. Its forward berry flavor and attractive acidity combine easily and brightly.",Ramos Reserva,88,10.0,Alentejano,,,Portuguese Red,J. Portugal Ramos
89276,Portugal,"Warm and fruity, this has plum and loganberry flavors that are supported by some tannins. The wine has richness, spice from wood and red fruit acidity. With its tannins, it would be worth aging this for a year.",,88,11.0,Tejo,,,Portuguese Red,Quinta da Alorna
89492,Portugal,"Fresh and ripe red currant and berry fruits, bright acidity and a soft texture. Together these elements make an attractive, ready-to-drink wine.",Adega de Pias,84,13.0,Alentejano,,,Portuguese Red,Monte da Capela
89496,Portugal,"Light mouthfeel to this cinnamon- and herb-flavored wine. The fruit shows through with a black jelly character. Soft, rounded, ready for drinking.",,84,7.0,Alentejano,,,Portuguese Red,Finisterra
89502,Portugal,"An attractively light wine, showing its cool climate origin, with red currant fruit and juicy acidity. It's a great summer red, maybe even slightly chilled.",Coreto Tinto,84,6.0,Lisboa,,,Portuguese Red,DFJ Vinhos
89503,Portugal,"Lightweight, attractive, very juicy wine. It is a great pizza wine, with its edge of tannins and lively acidity. Drink this year.",Tuga,84,10.0,Douro,,,Portuguese Red,Castello d'Alba
89504,Portugal,"You want rich fruit, here it is. The wine is soft, with dense, sweet plum flavors followed by milk chocolate smoothness. Drink now. Screwcap.",Cape Roca Fisherman,84,13.0,Tejo,,,Portuguese Red,Casca Wines
89512,Portugal,"Citrus and apple freshness mark this wine, which is bright and lively while also having some fruit weight. Not for aging.",Plansel Selecta Branco,84,,Alentejano,,,Portuguese White,Quinta da Plansel
89513,Portugal,"A purely fruity wine, without wood aging, this is soft and light. The red berry fruits are balanced with an herbal character that leaves an edge of green on the finish.",Vinzelo Tinto,84,,Douro,,,Portuguese Red,Quinta de Ventozelo
89853,Portugal,"Solid, black fruited and finely structured, this estate wine from Vallado shows all the attractive perfumes of Touriga Nacional, as well as its elegance. It is certainly rich, and the tannins are sweet, their dryness masked by the blackberry jam flavor.",Touriga Nacional,87,55.0,Douro,,,Touriga Nacional,Quinta do Vallado
89855,Portugal,"Green plums, freshly sliced melon and some pineapple all come together in this fruit-salad-fresh wine. It is ripe, but retains plenty of crispness, a light structure of orange zest giving shape and piquancy.",Q do E Encontro,87,9.0,Bairrada,,,Bical,Dão Sul
89861,Portugal,"A big bruiser of a wine that hits you with its big, rich fist of blackberry fruits and sweetness. Maybe it is not elegant, but there is no denying the force behind this wine, the spice to go with the velvet texture.",,87,19.0,Alentejano,,,Syrah,Herdade do Esporão
89862,Portugal,"An herbal wine, spiky with dense tannins, very black in feel, an echo of the wine's name of black barge. The question is, will the wine soften, and that is still up in the air, since those tannins dominate the cranberry flavors and leave astringency.",Barco Negro,87,14.0,Douro,,,Portuguese Red,J. & F. Lurton
89870,Portugal,"Attractive juicy fruit dominates this wine. It has flavors of red berry juice topped with rhubarb acidity and rounded off with sweetness. There is freshness, ripeness, the tannins just a band to hold all this forward fruit together.",,87,19.0,Alentejano,,,Alicante Bouschet,Herdade do Esporão
89874,Portugal,"From the Monte da Cal vineyard, this big, bold wine has firm tannins, tight acidity and exuberant black berry fruits. It has an open, juicy core around which those tannins wrap, leaving a wine that is so obviously food-friendly.",Terra Plana,87,10.0,Alentejano,,,Portuguese Red,Dão Sul
89993,Portugal,"Lovely, ripe, mature fruit underlies great toffee richness, a serious amount of wood tannin and acidity. The flavors are of old caramel and dark brown sugar. This is an impressive wine that balances age with continuing freshness.",30-years old Tawny,93,70.0,Port,,,Port,Poças
90070,Portugal,"A gentle, lightly almond-flavored wine, easy and fruity, with acidity and a fresh, clear aftertaste. This is uncomplicated Madeira, well made.",Fine Rich Sweet,86,,Madeira,,,Madeira Blend,Broadbent
90081,Portugal,"This tastes much younger than 10 years, showing freshness, with white fruit flavors. It's unbalanced, with the spirit showing rather than any maturity.",10 Anos White,86,,Port,,,Port,Quinta Santa Eufemia
90088,Portugal,"Smooth-textured Port, with sweet red fruits under the brown sugar, nut and spirit flavors. This is certainly on the sweet side, with a velvet feel to it.",Special Reserve Tawny,86,18.0,Port,,,Port,Poças
90183,Portugal,"Dominated by spicy wood, this first vintage from the Symington family's organic vineyards is big, rich, very toasty, with layers of new wood over the sweet blackberry fruit. If it doesn't hang together now, it is likely to integrate over the next few months, as the exuberant wood and alcoholic heat calm down.",Altano Organically Farmed Vineyard,87,,Douro,,,Portuguese Red,Symington Family Estates
90192,Portugal,"Initially tight and mineral, this wine then begins to show structure—fresh, toasty wood and spice. Green apple skin and melon flavors give both structure and ripeness. Think food with this wine.",,86,,Douro,,,Portuguese White,Burmester
90193,Portugal,"A blended style of Madeira, this is rich, soft, without the ineffable bite of a wine made from the classic varieties, but certainly with acidity and wood as well as a full, caramel-flavored aftertaste.",Duke of Clarence Rich,86,,Madeira,,,Madeira Blend,Blandy's
90295,Portugal,"A well-balanced wine, bringing both rich fruit and sweet tannins to go with dense concentration. There is ripeness from black jam and sweet jelly, followed by a good core of dryness.",Late Bottled Vintage,92,25.0,Port,,,Port,Fonseca
90375,Portugal,"While it does have some proper nutty characteristics, this is very much in the fresh, fruity style of 10-year old tawny. The currant flavors are light, with only hints of spirit and with some dark plum fruits.",10 Years Old Tawny,86,32.0,Port,,,Port,Osborne
90376,Portugal,"A medium-sweet, cinnamon-flavored wine, with some yeast, spice and fresh white fruit flavors. An attractive, simple wine to be drunk by itself.",Fine White,86,15.0,Port,,,Port,Quinta do Portal
90451,Portugal,"From the Bairrada vineyards of Quinta do Encontro, this is an intriguing blend of Merlot and the local Baga grape. It definitely has the Baga's dry, edgy structure, a very firm core of tannins. Around that the Merlot brings some richness and fruitcake flavors.",Q do E Encontro,86,9.0,Bairrada,,,Portuguese Red,Dão Sul
90455,Portugal,"Very ripe, this wine has tropical fruits, a full, soft texture and a mouthfilling floral character. Its mango and peach flavors are deliciously balanced with light, sweet acidity.",Pilheiros Branco,86,20.0,Douro,,,Portuguese White,J. & F. Lurton
90462,Portugal,"For a wine at this price, this is an impressive performance. It is rich, finely structured, the juicy blackberry flavors filling the mouth. It may lack complexity, but the spice, tobacco and berry flavors are enjoyably drinkable.",Cortello,86,7.0,Estremadura,,,Touriga Nacional,Dão Sul
90599,Portugal,"A wine that spent 14 years in wood to give the deep gold color, the bitter marmalade flavors that are tightened by old wood. This is unctuous in its texture, but bright in its flavor. Ready to drink.",Colheita,92,53.0,Port,,,Port,Poças
90755,Portugal,"Ripe and fresh, this is a soft, raspberry- and red berry-flavored wine. It has richness, light tannins and a generous, full-bodied juiciness. There is slight astringency to the finish.",Chaminé,86,11.0,Alentejano,,,Portuguese Red,Cortes de Cima
90762,Portugal,"An earthy, traditional tasting wine, expressing the dark schist terroir of the Douro. The structure is taut, dry, tannic, but it leaves room for a wine that has some volatility and blackberry juice flavors.",Pilheiros,85,22.0,Douro,,,Portuguese Red,J. & F. Lurton
90767,Portugal,"Initially ripe and spicy, there is also a stalky, black currant element to this fresh, fruity wine. It shows herbal character and acidity, which go well with the soft tannins and bright fruit flavors. An attractive wine, with a light, sweet finish.",Adriano,85,,Douro,,,Portuguese Red,Ramos-Pinto
90772,Portugal,"Floral, crisp, this wine hints at spice, showing green and yellow fruit acidity, cut grass aromas, and dried apricot sweetness. It is relatively full, but this doesn't detract from the apéritif-like freshness.",,85,15.0,Alentejano,,,Verdelho,Herdade do Esporão
90773,Portugal,"Soft, full-bodied wine. It has an oily, smooth sheen, with the flavors of pear and apricot just leavened by acidity. This is certainly a warm-climate white, designed for food rather than apéritif.",Chaminé,85,11.0,Alentejano,,,Portuguese White,Cortes de Cima
90870,Portugal,"There are big tannins here on this rich, powerful wine, warm and ripe. There is a dry core, giving a dark, youthful herbal character, and the tannins along with final acidity. Although it is ready to drink, it also promises many years of aging.",Director's Choice Vintage,92,60.0,Port,,,Port,Poças
90974,Portugal,"A traditional medium style, aged in cask for three years before bottling. This is light, flavored with dates and softly sweet. It misses some of the classic Madeira acidity, leaving a gentle aftertaste.",Rainwater,85,,Madeira,,,Madeira Blend,Broadbent
