description,country,variety
Slightly sharp and salinic smelling at first but soon it veers toward strawberry and raspberry with hints of smoke and rusticity. Still for the most part this is a basic New World Cabernet with familiar cherry and plum flavors backed by a touch of chocolate. Feels creamy and medium-bodied with healthy tannins and acids. A nice everyday Cab that doesn't overstep its limitations.,Argentina,Cabernet Sauvignon
Nice enough but not all that varietal in terms of aromas flavors or anything. There's big red and black fruit aromas and flavors along with firm tannins extract and some pepper. It's rich and chewy but also tannic and fairly regular. For the price it should not disappoint.,Argentina,Cabernet Sauvignon
This waxy heavily oaked Chardonnay regularly pulls the same score. This vintage has aromas of grapefruit quince and garlic. Blasting oak and modest acidity result in flatness while oak resin is by far the dominant flavor with creamy apple and pithy bitterness lurking.,Argentina,Chardonnay
Aromas of ripe blackberry prune and minerality are upright and intense. The palate is lush smooth and balanced while blackberry and cassis lead the flavor assault. A deep long and delicious finish confirms that this wine offes great value for just over $20.,Argentina,Malbec
Light and earthy with cedar moss and mild well-aged red fruit aromas. It's a solid rendition of older-school red wine. Mature mellow and baked with roast plum and mocha. Long and earthy on the finish and drinking at its most mature and best state now.,Argentina,Malbec
Modest lemony aromas set up additional scents of balsam wood dried cherry plum and spice. The palate is forward maybe a touch sharp in terms of acidity with rustic roasted leathery flavors. It is a big wine that finishes lively and also a little rooty and roasted. Cabernet Sauvignon-Malbec-Merlot is the blend.,Argentina,Red Blend
Smooth baked apple aromas work well and the peach and vanilla side notes are equally good. Plump and easygoing on the palate with honeyed apple and banana flavors and then creamy on the finish with vanilla and spice. Sweet good and easy to enjoy.,Argentina,Chardonnay-Viognier
Smoked meat rubber char and leathery darkness are all good aromas for a value-priced Malbec. The palate is adequately deep and lush and it maintains pulse and verve while delivering robust flavors of black fruits and herbs. Meaty and pretty long on the finish and very good Malbec for the money.,Argentina,Malbec
Ripe aromas of dark berries blended with licorice and hard spices are attractive. In the mouth this is round and blocky with a friendly disposition. Flavors of blackberry baked plum and black currant finish with licorice chocolate oak mint and pepper notes. Overall this is a fine Malbec to drink through 2016.,Argentina,Malbec
Blackberry blueberry and maple aromas announce a rich ripe wine. There's also toast and char on the nose. In the mouth this is layered and grabby with mossy black-fruit flavors that end in a cool earthy swirl of cola and licorice. This blend of 75% Malbec and 25% Syrah is a stunner and should be consumed now through 2016.,Argentina,Red Blend
Smoky yeasty aromas of burnt orange are spicy and good. This shows a citrusy palate with give and depth along with nectarine yeast and smoky flavors. Toasty barrel influences are noticeable on the finish which is moderately sophisticated.,Argentina,Sparkling Blend
Black cherry raspberry leather and spice aromas are fairly typical of Mendoza Malbec. A fruity no-nuance palate delivers short but fresh cherry and cassis flavors in front of a jammy finish with rubbery tannins and mild bitterness.,Argentina,Malbec
Expect to see plenty of this Torrontés across the States (18000 cases have been imported). But also expect a wine that's lemony and that carries scents of floor polish and air freshener. Being lithe and jumpy is not an issue; the wine is definitely lively. But it doesn't have that ethereal tropical quality that the best Torrontes' have. It's narrow and limited.,Argentina,Torrontés
Despite a touch of volatility and jumpiness this is good Bonarda from San Juan Province. The nose is a bit narrow but raspberry and floral notes seep in. The palate has some zing to it but the cherry and raspberry flavors are forward and mostly pure. There isn't much complexity or depth but what's here is good.,Argentina,Bonarda
Thick and concentrated stuff with aromas of sweet plums and cough syrup. The body is beefy and round with full but simple plum and blackberry flavors. With color size and heft it has much of what Malbec is known for. Problem is it needs better tuning and precision to rank higher.,Argentina,Malbec
Lo Tengo which means “I have it” in Spanish is Norton's fun and trendy Torrontés. It's not meant to be serious—it's more of a nightclub or aperitif white—but it does come across as a true but limited Torrontés. Distinguishing characteristics include melony aromas and tropical fruit flavors. Think basic Albariño and you'll have a good clue as to what this is.,Argentina,Torrontés
Toasty smoky black-fruit aromas come with a fair amount of density and char. This is plush but balanced with blackberry blueberry and toasty oak flavors. A solid but quick finish isn't complex but it does confirm the wine's quality. The wine is 85% Malbec with the remainder Bonarda Syrah and Cabernet Sauvignon.,Argentina,Malbec
Narrow berry aromas are straightforward but not complex. This is a smooth operator with round tannins plenty of body and a mix of black fruits licorice herbs and spices on the flavor profile. Flavors turn more herbal on the finish where oregano and thyme accent tastes of cassis and berry.,Argentina,Cabernet Sauvignon
Subtle on the nose with coffee mocha and berry aromas. The palate is built well and stirs up nary a gripe; it's full of cherry and cassis fruit followed by mild espresso-like bitterness on the finish. It's firm almost to the point of narrow but for many that structure will be appreciated.,Argentina,Cabernet Sauvignon
Pungent sweaty aromas of nettle and cactus are sharp and muddled. This feels citric and alert with an oily sense to the palate feel. Flavors of pink grapefruit turn pithy and bitter in front of a chalky finish.,Argentina,Rosé
Cherry and plum aromas are aggressive. This energetic Malbec is beyond snappy and juicy while salty plum and currant flavors are racy and edgy. A briny aftertaste and peppery spice flavors dominate a tough finish.,Argentina,Malbec
Opens with horsey leathery aromas that are funky and wild but are surrounded by solid berry-fruit scents. Picks up steam on the palate which is easygoing solidly built and just firm enough. Tastes of blackberry cola spice and chocolate then finishes smooth and creamy.,Argentina,Red Blend
Clean pure and uncomplicated on the nose showing depth and clarity. Smells and tastes much like a good Malbec or Cabernet might; it's sweet and fruity with black cherry pastry baking spices and a certain rubbery quality that seems to come with Bonarda. On the money for this variety.,Argentina,Bonarda
Deep purple in color with a dense compact bouquet showing ripe blackberry density and heat. Full-force on the palate with drying tannins along with prune blackberry licorice and peppery flavors. Serious and tannic with richness extract and power.,Argentina,Malbec
Herbal and foresty up front this Bordeaux blend smells of fig caramel and berry fruits. Big tannic and chunky on the palate this has toasty chocolaty burnt flavors and a blackened finish. This offers a lot of power and fruit but it's brusk.,Argentina,Bordeaux-style Red Blend
Berry and plum aromas are spicy and saucy with secondary notes of tomato and oregano. Snappy on the palate this live-wire Malbec is a bit aggressive and acidic. Toasty oak and mint flavors accent fresh red-berry fruit prior to an energetic yet woody finish that's raw feeling but fair.,Argentina,Malbec
Packed and concentrated with blueberry blackberry bramble and pastry aromas. Initially it's jumbled and out of joint with jumpy acids and heavy flavors of blackberry grilled meat and herbs while on the finish the fruit fades quickly leaving weight resin and vanilla.,Argentina,Malbec
Opens with cassis black cherry blackberry and dusty aromas that suggest leather. Feels healthy with blazing acidity propelling dark fruit toast and vanilla flavors. Juicy on the finish due to semisharp acids with length and liveliness.,Argentina,Malbec
Zesty tropical aromas are clean and approachable. This is a patio wine with juicy grapefruit and lime flavors. Lean notes of citrus grace a sharp pointed finish.,Argentina,Torrontés
Woody exotic spice aromas blend with blackberry and raspberry notes. This has a sturdy but basic feel and proper flavors of black plum peppery spice and wood grain. A grabby finish with salty black-plum notes closes this out.,Argentina,Malbec
Black cherry dark plum and charred rubber give this a masculine opening. Generous and layered across the palate this tastes of blackberry chocolaty oak and spice. A lasting tannic finish is loaded with oak and baking-spice flavors. Drink this ripe delicious bruiser through 2021.,Argentina,Cabernet Franc
This immense Cabernet contains 3% Malbec and it's about as ripe and raisiny as a wine can get while still holding onto a semblance of balance. Aromas of raisin and baked blackberry blend with rooty cola and vanilla notes. This feels heavy to the point of syrupy while flavors of prune mocha and blueberry finish chunky with low acidity. Drink through 2019.,Argentina,Cabernet Sauvignon
Like many Cafayate Cabs this shows raw herbal aromas that add rusticity to red-fruit scents. The palate is tight and juicy for the most part with a touch of oaky creaminess. Flavors of roasted plum and berry fruits come with vanilla brown sugar and oak accents while the finish is a bit grating.,Argentina,Cabernet Sauvignon
Ripe oaky aromas include prune and raisin scents along with vanilla. This is somewhat rough and heavy in feel with baked blackberry flavors and roasted meaty notes. A full blast of minty spicy oak controls the finish.,Argentina,Bonarda
Flat slightly flabby aromas of green and grassy black fruits smell of sweet plastic and oak. This feels raw choppy and scraping. Flavors of minty herbal black fruits are toasty and show grainy forced oak. Pepper and mint flavors along with scratchy tannins make for a solid but rough finish.,Argentina,Cabernet Sauvignon
Exotic citrus and orange blossom aromas are lively and a touch oily. This is racy and fresh with substance to the mouthfeel. Peachy stone-fruit flavors hint at orange and lychee while this is lasting and intense on the finish. Drink now.,Argentina,Torrontés
Toast mocha and vanilla aromas lead the charge followed by a lactic palate with a lot of oak resin and creaminess. As for flavors this blend deals upfront oak and medicinal berry fruits. A resiny sticky finish teeters on cloying.,Argentina,Red Blend
Scratchy raw spicy aromas of saucy fruit and spearmint lead to a palate with minty green herb and plum flavors. This is herbal tasting on the finish which is creamy and jammy in feel.,Argentina,Malbec
Resiny nutty toasty aromas just barely cut it in terms of drawing you in. The palate on this basic woody Chardonnay is fine while resiny white-fruit flavors finish with a forced flavor of vanilla and oak.,Argentina,Chardonnay
A wall of raw herbal minty aromas feeds into a jammy feeling palate. Reduced boysenberry flavors are herbal and green while the finish is quite green and almost grassy in flavor.,Argentina,Malbec
A lusty value made right. The nose issues black cherry cough drop and cassis aromas. It's concentrated and balanced while flavors of black cherry and cassis follow the nose. A mild tannic burn and chocolate on the finish tell you it's good and can go with any meat from burgers to a quality steak or roast.,Argentina,Cabernet Sauvignon
Dry and smoky on one hand but also somewhat damp and soupy on the nose. This is a medium-to-full PN with a dark color and a mix of sweet and dry flavors as well as chunky oak and chocolate on the back palate. Creamy sweet and showing a lot of barrel influence.,Argentina,Pinot Noir
Bold aggressive aromas of shoe polish grainy oak campfire and heat lead to a grabby wide palate with sweet flavors of candied fruit and marshmallow. There's a lot of superficiality here particular oak but there's also legitimate Malbec fruit and character that make it worthwhile.,Argentina,Malbec
Pungent aromas of tangerine and passionfruit get it going so it's not shocking that the palate is zesty and citric with flavors of passionfruit lemon and orange. A little dilute in body with passionfruit as the prime survivor on the finish.,Argentina,Sauvignon Blanc
Minty herbal and slightly grassy on the nose and of course there's berry fruit to boot. The palate has normal feel and balance with regular red fruit flavors from the currant and cherry family. Lengthy on the finish but overall it's as basic as they come.,Argentina,Malbec
Dusty and warm up front this has baked apple and peachy aromas. It feels round with only mild acidity while the flavors yield barrel resin citrus and sweet melon. It's not too evolved on the finish.,Argentina,Chardonnay
Initial tar and asphalt aromas yield to grapy berry and earth notes. It feels hard but not real deep with a short wild-berry flavor that leads to a reasonably good but superficial finish. Juicy and fresh.,Argentina,Shiraz
Bold berry leather and rubbery aromas show a minerally side. This is a big Malbec-driven blend with nice layering and structure. The flavor profile features reduced roasted black-fruit flavors along with hints of herbs and leaf. The finish is generally smooth and long with a pinch of heat. Drink through 2017.,Argentina,Malbec-Cabernet Sauvignon
Murky aromas of herbal black fruits and coffee grinds are funky. A scattered mouthfeel and herbal spotty flavors of plum and currant finish briny. Overall this is interesting and good but odd with can't-miss herbal notes.,Argentina,Cabernet Sauvignon
Spicy leathery gritty notes share the nose with ripe black-fruit scents on this blend of 75% Cabernet Sauvignon and 25% Malbec. At this stage the palate feels narrow and pinched but not miserly. Flavors of spicy blackberry briary plum and cassis finish with smooth yet strong tannins and a note of licorice. Drink 2015–2022.,Argentina,Cabernet Sauvignon-Malbec
Gritty rubbery aromas are low on fruit and suggestive of tire rubber. A choppy palate shows lean peppery spicy plum flavors while this tastes herbal and slightly tomatoey on the finish sort of like pizza.,Argentina,Cabernet Sauvignon
Dusty plum and berry aromas are clean. In the mouth this is hard and wiry. Salty snappy plum flavors dry out and taste a bit like tin on a raw finish.,Argentina,Malbec
A touch of minerality on the nose comes with apple and lemon aromas. It feels fleshy with pulpy white-fruit flavors that end with honeydew and papaya notes. Drink now.,Argentina,Sauvignon Blanc
Gritty aromas suggest burnt popcorn and match stick. This is a round oily style of Torrontés with briny tropical fruit flavors. A salty note of persimmon carries an O.K. finish.,Argentina,Torrontés
Eight years down the line and this Malbec shows the flaws caused by a harvest marred by freezes. This smells like a mix of green bean and jammy boysenberry. The palate feels saturated but soupy with outsize acidity. Green-herb flavors mix with baked plum and blueberry while the finish feels sticky tannic and heavy.,Argentina,Malbec
Aromas of mocha rubber smoky leather and berry fruit indicate good things to come but in the mouth this wine fails to deliver equal to its price and the previous successes of Trapiche's single-vineyard Malbec project. Scouring acidity is the main culprit; the wine seems clipped tartaric and angular thus it's all superficial and not deep or rich enough to rate better.,Argentina,Malbec
Tropical and zesty on the nose with a big shot of lemon blossom and a secondary note of melon. The palate is juicy fresh and sort of lean with lemon pineapple and green apple flavors. Arguably tart and angular but at least it's clean and crisp.,Argentina,Chardonnay
Baked apple and buttercup aromas get it going in a good way but the palate doesn't really keep the momentum. It's citrusy but low in acid while the flavors are simple and narrow as they revolve around citrus fruits. Chunky and soft on the finish.,Argentina,Chardonnay
Aromas of brick dust sweet spice rubber and leather are good if you're not seeking saturated berry fruit while the palate is starchy and grabby with flavors of stewed berry tomato leather and earth. Raspberry is detectable on the thin finish but so is a soupy flavor. Decent wine with some faults.,Argentina,Merlot
Dark purple in color but more leafy and murky than you'd expect on the nose. The palate has texture and weight but it's also kind of dull feeling which matches the wine's chunky dull flavors. Decent enough but still too herbal and challenged.,Argentina,Malbec
Quite intense with blasting aromas of blackberry coconut cocoa and even leather and horse hide. It's 65% Tannat and 35% Malbec and as a whole it's big grabby tight and full of blackberry and raspberry flavors that bring an herbal twist. Smoky and herbal on the finish.,Argentina,Red Blend
Leathery plum and berry aromas are foresty but also reedy spicy and a touch green. This Malbec is full and grabby in feel with woodsy spicy flavors that are modest in berry fruit character but definitively spicy dry and medicinal.,Argentina,Malbec
Stalky rustic aromas of plum and animal hide lead to a round solid palate with plum cherry herb and spice flavors that are simple as a whole. A lasting but largely fruitless finish is more oaky than anything.,Argentina,Malbec
Stalky roasted horsey baked-fruit aromas are mossy and muddled. Colomé always makes funky wines with true Salta character but this one is soupy thick and dense in feel with herbal savory salty plum flavors. A dark chunky stewy finish concludes this unusual rendition of Malbec.,Argentina,Malbec
This is called Roble meaning oak for a reason; the nose is extremely smoky toasty and gritty with stalky cherry and cassis scents and a blast of animal hide. A racy firm palate delivers saucy stalky herbal flavors of tomato red plum and cherry while the finish feels good and juicy but tastes woody stalky herbal and low on ripeness.,Argentina,Malbec
Blackberry cassis and floral aromas are the lead actors on a musky nose. This ripe Malbec feels thick and syrupy while rich flavors of blackberry cassis chocolate and mocha finish smooth but shy. For such a big wine this is light on tannic bite. Drink through 2021.,Argentina,Malbec
Inky aromas of black fruits include hints of graphite. This feels lush and dense with fairly soft tannins. Blackberry beef jerky and leathery notes comprise the flavor profile. Notes of coffee and chocolate grace a ripe rich finish. Drink through 2021.,Argentina,Bordeaux-style Red Blend
Subdued on the nose almost to the point of being neutral this smells like mild citrus and applesauce. A chunky but clean palate tastes of apricot orange and sea brine while this finishes with a mildly oily texture and steady tropical flavors.,Argentina,Torrontés
Brushy aromas of wild herbs along with cherry and plum scents feed into a fresh fairly full palate. This is generously oaked for basic Malbec and thus spice and resin notes share the stage with plum and blackberry flavors. A dry spicy resiny finish is the close.,Argentina,Malbec
Dark and minty smelling this bears hints of blackberry perfume and violet. It feels good and not too forceful with regular Malbec flavors of dark fruit red plum and spice. The finish is firm and slightly medicinal.,Argentina,Malbec
This might be the most consistent Cabernet Franc you'll find. Each of the last four vintages has scored an even 90. This rendition starts with oaky earthy aromas of plum and charcoal. This is compact and tannic on the palate with minty blackened chocolaty berry flavors that finish with potency. Drink through 2019.,Argentina,Cabernet Franc
Pungent oily tropical aromas of pineapple and melon come with a distant shot of turpentine and/or chemical cleanser. In the mouth this is round and melony with solid framing. Citrus and lychee flavors finish with a light coating of bitter pith. Drink right away.,Argentina,Torrontés
This is a severely oaked wine that sizzles and smokes with aromas of campfire creosote road tar and coconut. On the palate it's concentrated but also brutish. Roasted oaky black-fruit flavors echo the nose while mint and chocolate dominate the finish. Time can only help this come around.,Argentina,Malbec
At first this smells almost entirely of wood and stalky berry fruits; with time it takes on a cedary quality but remains leathery minty and rooty. On the palate this is grabby while stalky briny flavors of herbal fruits end rustic minty and challenging.,Argentina,Malbec
Light scratchy aromas of spiced plum and raspberry set up a racy lean palate that nobody would label as heavy. Quick simple flavors of red plum and red currant finish tangy but mild.,Argentina,Malbec
Seems like its best days are behind it. That said there's still some fire in the hole and kick to this South American PG. Pineapple is the lead aroma and flavor with pink grapefruit and passion fruit sitting in reserve. Has flow but is starting to fall apart.,Argentina,Pinot Grigio
Rhubarb Band-Aid and other lean pickled aromas get this lightweight Tempranillo. Flavors of tea cherry and pepper control the dry palate while cinnamon arises on the racy crisp finish. Not much richness or body but good enough.,Argentina,Tempranillo
Lime and citrus peel aromas are light and innocuous. Juicy on the palate but light in weight this tropical-leaning white delivers zesty tangerine and orange flavors in front of a citrusy finish.,Argentina,Torrontés
Mild aromas of red fruits are pleasant but somewhat neutral. Flavors of black fruits come with herbal notes and on the finish this blend of several grapes has a good feel and solid flavors of minty berry and oak.,Argentina,Red Blend
Among Cruzat's line of sparkling wines this nature-style blend of 60% Pinot Noir and 40% Chardonnay is the best. Citrus and nectarine aromas are fruity but not nuanced. This is fresh on the palate with orange and green-herb flavors. The finish is citrusy.,Argentina,Champagne Blend
This is reduced and cedary up front with hard black-fruit aromas. The mouthfeel is big but loose with strong tannins supporting oaky flavors of prune cocoa coconut and licorice. It finishes minty and dark with graphite overtures.,Argentina,Malbec
Mossy foresty aromas are rugged and settle into blackberry. An intense pushy palate is woody in feel with hot minty oaky black-fruit flavors that improve with airing. Heat and toasty notes rise up on the finish of this bold Mendoza Malbec a first from San Pedro (Chile).,Argentina,Malbec
Leathery exotic aromas of blueberry and spice are not too oaky or generic. This is compact and tannic in the mouth with structure. Flavors of spicy blueberry and pepper darken up on the finish which is ripe and full but also hot in feel.,Argentina,Malbec
Heavy oak is a major theme on this full-bodied Malbec that's cool and woody to start with aromas of vanilla and sweet plastic along with ripe blackberry and cassis. Wall-to-wall huge in mouthfeel this tastes mostly of toasty oak with blackened charred berry mint and peppery flavors in the backdrop. In time look for the oak to settle and the fruit to emerge. Drink through 2021.,Argentina,Malbec
This Syrah smells meaty and roasted with savory spice aromas and plenty of black fruit on the nose. It's chewy and creamy feeling with blueberry and blackberry flavors in front of a short finish that's abrupt but clean.,Argentina,Syrah
Smells good with berry- dominated aromas. The palate is solid but acidic at the core with sharpness on the palate that creates a juicy crisp set of raspberry and plum flavors. Flattens out on the finish where moderate oak-based butter notes rise up.,Argentina,Bonarda
Roasted at first with smoked ham and bacon aromas along with clove and other hard spice notes. The palate is oaky with chewy tannins and a thick texture; flavors of blackberry are meaty and rich while clove and more dry spices reappear on the finish. A different breed for Mendoza.,Argentina,Red Blend
Much better than prior vintages when it was known as Finca El Portillo. The nose is jammy and shows black fruit aromas while the palate is complete and full but juicy with plum and black cherry flavors. Pepper and toast flavors infiltrate the finish.,Argentina,Merlot
Opens with earthy leafy aromas that can best be described as “mature.” Throw in tobacco and baked plum and the picture is complete. The palate is concentrated and tight with sweet herbal berry flavors and caramel on the finish. Rugged and herbal as a whole but with good qualities; 50% Cabernet with 40% Merlot and 10% Malbec.,Argentina,Bordeaux-style Red Blend
Blackberry and other sweet aromas lead to a soft mildly oaky palate with sweet ripe plum and berry flavors. There's juicy acids and reasonable amounts of toast licorice and spice on the finish. Not sure what differentiates this from Reserve but the Barrel Select seems better balanced.,Argentina,Merlot
Concha y Toro's Argentinean branch makes this heavyweight wine which goes heavy on the oak toast and horseradish. It's opaque in color with monster tannins backing plum and blackberry fruit. Finishes hot peppery and short but with a lot of texture.,Argentina,Malbec
Purple to the eye with intense aromas of mint licorice and saturated black fruit. The mouth is like blueberry-blackberry compote while the oak seems heavy given the wine's higher acids and limited depth. Has plenty of positives but sings just one note.,Argentina,Malbec
Perfect color combined with one of the more atypical but interesting bouquets you'll find stirs intrigue. Aromas of mint berry syrup and most of all clove are intense while the black licorice and espresso accents on the palate work. Not Spanish in style nor is it reserved. This is a bruising wine with a unique Mendoza identity.,Argentina,Tempranillo
Baked berry coffee molasses and horse hide are the aromas on this tight rugged Malbec that shows a clipped choppy mouthfeel in front of lightly herbal berry flavors. This is grabby and firm on the finish without much cushion. Pour this with grilled meats and it will show best.,Argentina,Malbec
After a gaseous sulfuric opening this Cab unfolds nicely. Berry aromas come with leather and a touch of dried cheese while the palate feels very good with creamy oak and fine tannins. Flavors of blackberry cassis oak and peppery woodspice end in minty fashion. Contains 15% Malbec.,Argentina,Cabernet Sauvignon
Dark berry pencil eraser and spice aromas come together nicely. In the mouth this is a forward marcher with a good mouthfeel and ample push. Lightly baked flavors of plum and blackberry are fully ripe while the finish feels sturdy and tastes a bit salty and earthy.,Argentina,Cabernet Sauvignon
Big and woody to start with heavily toasted blackberry and herbal aromas. The palate is thick dense and tannic but it doesn't punish. Tastes of cassis blackberry and herbs before transitioning to dry oak and roasted berry on the finish.,Argentina,Cabernet Sauvignon
Lemon peel wet clay sandalwood and nutmeg aromas are inviting. In the mouth it's tight and tannic but lively with leather and roasted berry flavors. Finishes firm tight and a bit clipped and choppy. A reflection of 2008's tough conditions.,Argentina,Malbec
Sweet and easygoing from the start with candied berry and floral aromas. The palate sits at maximum ripeness meaning it's sweet and soft but still holds its balance. Flavors of baked berry and brown sugar are generous and smooth while the finish is mellow and lush.,Argentina,Malbec
Opens with a blast of milk chocolate raisin and sawdust before settling on black fruit and pepper. Shows good concentration and feel in front of prune blackberry licorice and burnt toast flavors. Has good pulse and vibrancy but it's a bit choppy and oaky.,Argentina,Malbec
This ripe offering smells of corn baked apple and oak. It's creamy and woody in the mouth with modest acidity. Flavors of creamed corn caramel and soft melon finish plump with a baked quality. It lacks vivacity.,Argentina,Chardonnay
Aromas of bath soap and tropical fruits come before a steady but standard palate. Flavors of powdery lime and green melon finish soft and straightforward without much zing or acidity. Drink immediately.,Argentina,Torrontés
Gorgeous balsam wood and graphite aromas blend seamlessly with ripe berry and black coffee scents. It feels lively yet cushioned tasting like a wicked brew of maple tobacco berry pie and fine wood shavings. This is smooth long and comfortable on the tobacco- and resin-flavored finish. Drink now–2018.,Argentina,Malbec
Saucy scents accent core cherry aromas along with sandalwood and herbal notes. This wine has a lively pinching palate that is high in acidity. Herbal flavors of tomato sauce and red plum finish long due to racy raw acidity.,Argentina,Cabernet Franc
Raisin molasses and brown sugar are the main aromas on an overripe-smelling bouquet. This is heavy and jammy in feel with consistent flavors of prune and raisin. A jammy weighty finish matches all that comes before it.,Argentina,Cabernet Sauvignon
Raisiny black-fruit aromas are jammy and a clarion indicator of what's to come. In the mouth this Malbec is saturated and chunky with extreme ripeness. Flavors of raisin prune and baked berry fruits come with secondary spice and pepper notes. The finish is earthy heavy and rich but short on vibrancy.,Argentina,Malbec
In this easy-drinking wine jammy aromas of multiple black fruits lead to a soft simple palate with a streak of bracing tartaric acid. Straightforward blackberry flavors come with little to no complexity while the finish is quick and fades away with modest grip and length.,Argentina,Malbec
Herbal rubbery plum aromas are fully oaked and thus there's a campfire/brush fire quality to the nose. There's energy on the palate which holds steady and feels in tune. Spicy herbal red-berry flavors with a ton of secondary oak finish mild and dry.,Argentina,Malbec
Stewy foresty aromas of dark berry fruits are rustic and show a hint of graphite. This is severe on the palate with hard pinching tannins. Stalky salty flavors of roasted black plum and blackberry finish similarly with tannic bite.,Argentina,Malbec
The off color of this wine is a hint that it's unusual and a white from Pinot Noir is indeed not too common. This shows roundness with acidic balance. A pop of melon and peach flavors turns slightly bitter on a fresh yet fairly long finish.,Argentina,Pinot Noir
Raspberry and plum aromas include notes of brown sugar and warm pavement. A dense chewy palate is packed with fruit and tannins. Flavors of minty oak and berry fruits dissolve into a heap of tannin and oak on the finish.,Argentina,Cabernet Sauvignon
Red-fruit aromas carry a distinct citric edge while the palate is made up of sweet cassis and cherry flavors along with an incongruent orange essence. The feel is a bit hard and pedestrian while the finish is quick and ordinary at best.,Argentina,Cabernet Sauvignon
Purple in color and smells like sweet fruit citrus peel and powdered drink mix. Round in the mouth with generic plum and berry flavors that don't taste all that much like classic Pinot Noir. A simple bulky wine that's young and probably not going very far.,Argentina,Pinot Noir
Licorice and char on the nose hint at size and ripeness but the palate does not deliver. Tart raspberry and red-plum flavors are sweet for a fleeting moment and then decidedly sour while the finish is bland. Shows a few positives but overall it's too snappy and sharp for Malbec.,Argentina,Malbec
Floral young and jumpy smelling with gumball aromas that leave you with the impression that the wine's clarity balance and purity may be tenuous. The palate is raw but fresh with simple but snappy wild berry flavors. Not a lot of structure or depth here.,Argentina,Malbec
This wine is herbal and burns on the nose where aromas of horseradish and tomato sauce don't really work. Flavors of raisin brandy and black cherry are hardened by fierce tannins and a chemical-like dryness. Rubs like sandpaper on the palate.,Argentina,Cabernet Sauvignon
Nothing much sublime about Sublimis. The nose is reedy and sweet with licorice and overripe raisiny aromas. The palate is big and grabby with clamp-down tannins and hard crusty raisiny flavors. A bruising red without elegance.,Argentina,Cabernet Sauvignon
Rhubarb and vinegar on the nose are ominous signs. The wine maintains a briary sharp personality in the mouth where red-fruit flavors have an extra juicy feel. Fresh as a cold winter's morning but is that really what you want from Malbec?,Argentina,Malbec
Oily and funky on the nose with a custardy eggy undercurrent. The palate is oily and dull while the flavors are of bitter citrus pith and banana. In two words: not great.,Argentina,Chardonnay
Offers tropical stony aromas in front of a crystalline palate that's citrusy as well as peachy with lychee and melon flavors as well. Finishes springy and bright with green citrus zest and nothing compromising. 60% Torrontés and 40% Chardonnay.,Argentina,White Blend
Opens with tarry cooked aromas but with airing oak and ripe earthy berry notes squeak out. The palate is chewy and solid with extract and tannic grab as well as smoky sultry flavors of roasted black fruits and bouillon. Meaty and satisfying.,Argentina,Malbec
Lime and floral notes create a light and breezy bouquet that's easygoing. In the mouth it's juicy and fresh with lemon-lime peach nectarine and lychee flavors. Tangy and fresh on the finish and more precise and delicate than most Argentinean Torrontés.,Argentina,Torrontés
This is neutral on the nose except for green banana and white grapefruit hints. It feels melony with flavors that match the mouthfeel in the form of melon and nectarine. This is flabby on the finish needing more cut and zest.,Argentina,Torrontés
This light-pink Malbec smells dry oaky and bereft of fruit. A plump palate feels a touch resiny from six months of American-oak aging while this wine tastes vaguely of wood vanilla cherry Pixie stick and powdered sugar.,Argentina,Malbec
Brambly berry and leather aromas are rustic. This Malbec is hard and acidic. Short generic plum and berry flavors don't expand or improve on the finish.,Argentina,Malbec
This wine needs air in order to get at its dark-fruit aromas. In the mouth this blend of Malbec Petit Verdot and Cab Franc is ripe but smacks down hard with tannins. Flavors of blackberry cassis and herbs end with complex notes of graphite and chalk. This gets better the more time you spend with it. Drink through 2024.,Argentina,Bordeaux-style Red Blend
This is top-notch Argentine Cabernet Franc. Savory exotic oaky blueberry and blackberry aromas set up a bold palate with ample acidity and modest tannins. Berry flavors and oak spice are the key flavors while a buttery oak note and a pinch of salt rise up on the finish. Drink now through 2018.,Argentina,Cabernet Franc
Ripe deep aromas of cassis and marzipan evolve to show minerality. A big chunky palate features flavors of baked blackberry cassis and chocolate while a mild somewhat languorous finish is chewy and leaves a lasting taste of prune. Drink now through 2018.,Argentina,Malbec
This is a clean basic wine with white-fruit aromas of peach and apple. The palate is well balanced and there's a good level of citrus flavor along with green herb accents. On the finish it's more tropical with a hint of banana.,Argentina,Sauvignon Blanc
This is Torrontes in its pure true form. Trapiche has captured the light floral essence of the grape and wrapped it in an oily but smooth package that houses lovely green apple and papaya flavors. With structure flavor and balance this wine will go well with a wide range of summer foods.,Argentina,Torrontés
A complete Argentinean Merlot with aromas of light oak fresh berries and spice that all come together in harmony. The palate is a little chewy and grabby but it tastes and feels real and full with good tannins. For a ripe wine it isn't conflicted over the top or challenging. Drink now through 2009.,Argentina,Merlot
By far the best wine in the El Fogón lineup is this Torrontes. The nose is clean and harmonious with light flower blossom scents. A citrusy mix blends with both apple and pear fruit on the palate and the finish is clean if a bit sweet (residual sugar?). Drink as soon as possible.,Argentina,Torrontés
Early sulfur and rotten-egg aromas are none too attractive but in the mouth the wine is better. While sweet as sin the soft lush palate is a chocolate-lover's dream and the finish is like mocha ice cream. Low acidity makes the structure sort of weak but drink it now and that may not matter.,Argentina,Malbec
