description,country,variety
Rich sticky swirls of caramel and honey fill the palate of this lip-smacking sweet Riesling. It's slight in body and electric with acidity yet its heaving sun-kissed tropical fruit flavors persist boldly on the finish. Stunning already it's sure to improve through 2030.,Germany,Riesling
There's a marked tropical richness (think guava and melon) here compared to the producer's other 2015 ausleses. Plump and plush despite it's dainty alcoholic footprint it lingers lusciously while remaining pert with acidity. Brilliantly balanced and irresistibly sweet it can be enjoyed now through 2040.,Germany,Riesling
There's a thrilling ethereal lightness to this feather-weight eiswein. Its luscious melon and mango flavors are dizzying with sweetness but a laser shock of acidity anchors the midpalate neatly. The finish is slick lingering on a waxy caramel tone. Gorgeous now it should continue to drink well for decades.,Germany,Riesling
Pristine honey and tangerine sweetness falls on the palate in a delicate filigree here. It's breathtakingly light in body yet unctuous and concentrated. Sunny citrus acidity leads a long slightly spicy finish.,Germany,Riesling
Firm and steely in structure yet decadently fruity this light-footed Spätlese offers substance and pleasure in spades. Luscious yellow-peach and tangerine flavors are plush on the palate but balanced judiciously with racy acidity and a deep tang of minerality. Gorgeous already but could hold well through 2021.,Germany,Riesling
This zesty light-footed Riesling is a showcase of puckery lime lemon and yellow-plum flavors off set by a delicate haze of sweetness. Just a shade off dry in style it finishes moderately long with touches of herb and bramble on the finish. Drink now through 2018.,Germany,Riesling
Lusciously jammy notes of preserved black cherry and raspberry are forward and friendly in this simple yet consistent Pinot Noir. It's briskly balanced in acidity and wraps up neatly on the finish. Drink now.,Germany,Pinot Noir
Intense granite tones lend elegance and complexity to this plump cherried blend of Merlot Dornfelder and Lemberger. Supple and round on the palate it's framed delicately with soft tannins and a fringe of smoke and dried herbs.,Germany,Red Blend
Notes of crushed granite and slate find harmony against a backdrop of pert grapefruit and lime flavors. Vivacious and lean this finishes briskly with a spray of orange blossom.,Germany,Pinot Blanc
Whiffs of stem and smoke blow off with aeration revealing bright lemon and apple notes on this off-dry Riesling. It's refreshingly brisk with acidity along with a slightly herbaceous tone that lingers.,Germany,Riesling
At less than $30 this entry-level beerenauslese is an exceptional value. Savory and sweet play hand-in-hand on the nose and palate balancing notes of dried herb and with unctuously sweet orange and pear. Dusty saffron and herb tones are quite pronounced on the palate but the finish is vibrant with hints of lemon and tangerine zest.,Germany,Riesling
Delicate quince and apple aromas are fringed with foresty notes of pine needles on this bright medium-sweet Riesling. It's brisk and breezy on the palate with sweet apple flavor struck with vivacious lemon-lime acidity.,Germany,Riesling
Whiffs of pollen saffron and spring ramps lend a savory tone to this semi-sweet Riesling. Waxy orange-peel and tangerine flavors brighten the palate along with a nervy streak of lemon-lime acidity on the finish.,Germany,Riesling
Curious hints of sweet spice and chocolate accent yellow plum and cherry flavors in this slightly off-dry Riesling. The palate boasts a penetrating array of fruit-salad flavors highlighted with a streak of lemon and lime. Finishes moderately long.,Germany,Riesling
Despite this wine's intense richness and ample residual sugar it is so well balanced that it does not come across as being particularly sweet. Hints of flint or crushed stone amplify the purity of the fresh apple and peach fruit and linger elegantly on the finish of this full-bodied auslese. Drink now–2025 possibly beyond.,Germany,Riesling
If there is any criticism to be made of this wine it might be that it is just too fruity. Waves of honey and tropical fruit coat the mouth wonderfully balanced by zesty acidity and while it is sweet and lush it never seems cloying or heavy. Delicious now–2015 at least.,Germany,Riesling
Fairly priced for an auslese of this quality Nicolay's 2009 from the Bernkasteler Badstube is lean yet luscious with a wiry frame of taut citrus upon which hang riper notes of ripe peaches and apricots. The finish is long and vibrant echoing with pure fruity deliciousness.,Germany,Riesling
The nose is demure on this brisk semi-dry Riesling but the palate is ripe with sweet yellow peach and damson plum flavors. There's a dusty undertone throughout but crisp lemon acidity makes it refreshing to the finish.,Germany,Riesling
Ripe berries and violets scent this heady perfumed Riesling. The palate is rich and confectionery in style with candied cherry and honey notes that linger amidst a dusty earthy backdrop of crushed stones and minerals. It's a brisk but slightly unbalanced wine yet refreshing through the finish.,Germany,Riesling
Dark shades of bramble and smoked nuts lend a shadowy mystique to this unusual Schwartzriesling otherwise known as Pinot Meunier. Full bodied yet elegant the palate boasts tart blackberry and raspberry flavors framed in finely grained tannins. A rare chance to experience this grape as a single varietal wine.,Germany,Schwartzriesling
There's nothing flashy about this dry delicately framed Riesling. It's quietly elegant focused on pristine lemon and lime flavors along with bitter citrus pith on the finish.,Germany,Riesling
Touches of caramel and apple cider offset intense lemon acidity in this medium-dry spätlese. It's refreshingly juicy with a reverberating citrus-rind finish.,Germany,Riesling
Dusty mineral notes add complexity to this floral peachy Gewürztraminer. Off dry in style it's brightened by a shower of soft sunny acidity.,Germany,Gewürztraminer
Bracing notes of tangerine rind ease into plush plump stone fruit in this delicately framed kabinett. It's packed with flavor but sprightly and fleeting on the finish.,Germany,Riesling
Zesty lemon and yellow-peach notes are touched with lanolin on this dry yet deeply fruity Riesling. Stone fruit flavors are intensely ripe almost pulpy on the palate but accented with sharp lime acidity.,Germany,Riesling
A delicate streak of honeycomb gilds layers of yellow peaches apples and tangerines in this off-dry Riesling. Its concentrated fruitiness is lip smacking but it's also quite elegant reverberating long on a steely strike of acidity and minerality. Drink now through 2020.,Germany,Riesling
Juicy succulent tangerine and yellow peach flavors meld on the palate of this forward fruity off-dry wine. On first taste it's quite straightforward but added attention reveals glimmers of spice saffron and mineral complexities. Drink now through 2024.,Germany,Riesling
Delicate whiffs of tangerine and lime intensify on the palate of this Spätlese Riesling complemented by swathes of green herb and pine frond. It's superlight in texture yet penetrating showering the palate in sweet-tart grapefruit and Meyer lemon flavors. The finish is crisp and clean.,Germany,Riesling
Savory herb and smoke notes on the nose contrast this Riesling's rich unctuously fruity palate full of peach and apricot jam. Searing citrus acidity jolts the senses and highlights a long finish laced with honey and jasmine tea notes. Structured yet nuanced this wine is delicious now but should show even more complexity in a decade.,Germany,Riesling
A musky floral perfume melds with ripe white peach and a crush of stony mineral on this beautifully composed off-dry Riesling. The palate is lush with juicy melon peach and mango flavors but balanced by a long flinty finish. Drink now to maximize its ripe perfumed exuberance.,Germany,Riesling
Earth and bramble notes intensify the savory mineral character of this dry spry Riesling. Lemon and lime revitalize the midpalate and lead a zesty finish. Drink now.,Germany,Riesling
Delicate effervescence and blossomy perfume mark this brut-style Riesling modeled after Italian Prosecco. It's an apt comparison actually with its subtle sweetness and forward floral style. Fun and flighty on the palate it's an easy-to-drink quaffer at an easy price.,Germany,Riesling
While fresh pink grapefruit and Meyer lemon notes shine brightly on the nose and palate of this off-dry Riesling there's a touch of savory allium that distracts. It's a juicy easygoing wine with approachably soft sunny acidity. Drink now.,Germany,Riesling
Bold and concentrated yet not at all blousy this full-figured dry Riesling showcases ripe luscious stone fruit and tropical-fruit flavors anchored by a throbbing vein of minerality. It's rich and silken in texture vibrantly high toned in acidity and penetrates through a long lime-scented finish. Drink now through 2030.,Germany,Riesling
Ethereally sheer and dazzling in brightness this nymph-like Auslese packs remarkable punch. It's smoky mineral and permeated with sun-baked slate notes yet so pristinely fruity it bursts with fresh lemon and lime flavors as well. Concentrated yet spry it finishes with effortless persistence.,Germany,Riesling
Deep veins of slate and crushed mineral drive this concentrated Riesling. Dry in style with a slightly voluptuous mouthfeel it showcases pristine layers of white peach nectarine and lime flavors enveloped in minerality. It's beautiful already but likely to improve further from 2021 holding well for at least another decade beyond.,Germany,Riesling
Pronounced struck flint and candle wax aromas fade with time and aeration revealing delicate white blossom and lemon rind notes in this off-dry wine. It's an intensely racy Kabinett with salt-rimmed lime and lemon flavors that dart and dash on the palate. Enjoy now for its radiant youthfulness but also as it matures over the next decade.,Germany,Riesling
Despite it's finely filigreed mouthfeel this gorgeous Auslese is lavishly concentrated with honey and citrus flavors. Piercing fruit flavors and electric acidity hit the palate like lightning before fading into a crush of dusty mineral remains. Beautifully composed and already enjoyable it's sure to improve through the next decade or longer.,Germany,Riesling
Touches of fennel and saffron lend an earthy touch to this sweet silky nectar of peach and marmalade. While lavishly glycerin on the tongue the palate extends to a bristling lemon-lime finish. Penetratingly fruity yet anchored with acidity and minerality this is delicious now but has a bold future through the next decade.,Germany,Riesling
Starts off with some intriguing notes of musk and spice the turns intensely sweet with powerful honey and orange marmalade flavors that coat the mouth and refuse to leave. There's just too much sugar in the end and not enough acid or minerality to provide the ideal balance. Still it is impressive and if you measure pleasure solely by grams per liter of residual sugar this will surely strike gold.,Germany,Riesling
Befitting the historic nature of the estate this is wonderfully structured and aristocratic auslese featuring apple apricot and citrus seamlessly fastened to a bedrock of firm acidity. Finishes long with a hint of citrus rind. Should easily age 20 years or more.,Germany,Riesling
A lush and enormously fruity auslese this offering features layers of appealingly ripe fruit ranging from honeyed peaches to tropically luscious mangoes. If it's a bit fat and lacks a touch of zip it makes up for it with sheer deliciousness.,Germany,Riesling
Smoke and petrol notes lead off followed up by hints of dried apricot and fresh peach. This is a thick viscous dry Riesling oozing with minerality that persists through the long finish. Although most German producers insist wines like this will age why wait? Drink it over the next few years.,Germany,Riesling
Gorgeously aromatic this racy light-footed wine wafts of lavender peach and honeycomb. The palate is juicy with sweet ripe grapefruit and apricot yet zesty with acidity and minerality. Enamel-stripping acidity feels jagged on the finish now but should meld out beautifully from 2019 on.,Germany,Riesling
Dusty smoky earth tones fade to reveal a rich fruity palate of sweet white peaches and tangerine. Despite its light-footed nature there's a lusciousness in mouthfeel cut with spine-tingling acidity on the midpalate. Enjoy from 2018 to allow its honeyed mineral notes to develop.,Germany,Riesling
While lithe and delicate in mouthfeel this dazzling wine packs a punch with sun-kissed peach and apricot flavors. High-toned lime notes cut through the palate like a razor leading a long honey-kissed finish. Impeccably balanced it's full of vibe and refreshment.,Germany,Riesling
Fresh apple and white floral aromas are dusted with caramelized sugar and smoke on this dry mineral-tinged wine. Edgy and lean on the palate but supple in grapefruit flavor it's a honed steely white with polish and elegance.,Germany,Riesling
Ripe yellow apple and peach abound in this bold big-bodied Pinot Gris. Yielding acidity and a plush creamy mouthfeel augment its lusciousness but a bristle of tannins lends structure to the finish. Enjoy while young.,Germany,Pinot Gris
With 12% alcohol you might expect this to be on the dry side but it's not. Instead it's sweet and oily with ripe apple pear and peach fruit vying with notes of crushed stone. Lingers a bit stickily on the finish.,Germany,Riesling
An eiswein that's different—and affordable. Made from Gewürz it boasts aromas and flavors of caramel or butterscotch maple syrup and caramelized peaches. It is sweet without the crispness of a Riesling eiswein but enjoyable nonetheless. Drink it over the near term.,Germany,Gewürztraminer
While initially quite closed aeration reveals pretty floral notes against a backdrop of apple tangerine and lemon flavors. It's a straightforward but refreshing dry Riesling with wide appeal. Drink now through 2018.,Germany,Riesling
The invigorating freshness of Villa Wolf's Gewürztraminer is an unusual change from often duller flabbier versions. While not deeply complex or concentrated it's floral exuberance and crisp peach and pear flavors are refreshing and quaffable. Drink now through 2018.,Germany,Gewürztraminer
This is different in style from the kabinett bottling being less fragrant and charming yet broader and more powerful. It's minerally right up front like smoky quartz then plump and slightly creamy on the midpalate before ending in a dusting of crushed stones.,Germany,Pinot Blanc
At only 7% alcohol this packs plenty of residual sugar but it's well balanced by crisp lime notes. Strident—almost crystalline—green apple and lime flavors dominate. There's tons of refreshing fruit in this wine not as much minerality.,Germany,Riesling
Light delicate and dry this shows Ernie Loosen's Mosel touch. Lime peach and melon notes add airy nuances over the underlying briny minerality of the Pfalz. Finishes long and slightly peppery-spicy.,Germany,Riesling
A bit confected and rather sweet-tasting for a kabinett (38 g/l residual sugar) but there's no denying the prettiness of the fruit. Green apples are joined and rounded out by melon notes and finish on a drier minerally note of crushed stone.,Germany,Riesling
This light fresh-tasting sparkler tastes something like a still Riesling from the Mosel with zesty lime and lemon zest flavors enlivened by bubbles and a bit of underlying minerality. Imported by Chapin Cellars LLC.,Germany,Riesling
Hints of pastry and almond lend richness to fresh white grapefruit and peach flavors in this dry delicately textured wine. Perfumed and pretty it's a delightful quaffer with a brisk blossomy finish.,Germany,Pinot Noir
Dusty minerals and subtle black cherry and bramble notes lend delicacy to this elegant but slightly fragile wine. Fresh cranberry acidity is brisk and cutting on the palate leading a moderately long finish framed with soft chalky tannins.,Germany,Pinot Noir
Darker tones of spice and crushed minerals lend complexity to pretty white blossom lemon and stone fruit flavors. A streak of lime and lemongrass adds refreshment and vibe to the midpalate leaving the finish brisk and bright.,Germany,Pinot Blanc
While ripe and fruity on the nose with notes of red berries and tropical fruit this full-bodied Riesling is quite dry on the palate. It's a bit cloying in its fruity floral perfume but refreshing nonetheless with a bright grapefruit finish.,Germany,Riesling
While lithe and delicate in mouthfeel this dazzling wine packs a punch with sun-kissed peach and apricot flavors. High-toned lime notes cut through the palate like a razor leading a long honey-kissed finish. Impeccably balanced it's full of vibe and refreshment.,Germany,Riesling
Honey tangerine and jasmine notes perfume this intensely aromatic complex wine. While dry in style it's surprisingly rich and honeyed on the palate. The midpalate tightens with pineapple acidity followed by a brash mineral finish.,Germany,Riesling
Mid-gold in color with attractive aromas of ripe stone fruits. Focused by earthy minerality this is dry and crisp with abundant fruit in the mouth: peach apricot orange peel and spice. Nicely balanced with a long minerally finish.,Germany,Riesling
Classic Mosel nose of fresh blossoms delicate stone fruit slate and hints of flint. This is medium sweet crisp and lively with lots of juicy fruit flavors notes of acacia honey white peach and citrus. Nicely taut and focused palate very minerally with refreshing long finish.,Germany,Riesling
Mid-gold in color featuring broad layered aromas of ripe yellow stone fruit ruby red grapefruit and mineral notes. Concentrated flavors prevail across the palate showing crisp citrus fruits nectarines white peaches and hints of honey. Racy acidity balances the sweetness as does its firm taut texture which gives the wine focus.,Germany,Riesling
From young vines this is a sweet slightly simple but nicely balanced wine displaying plenty of ripe apple and citrus flavors. The lingering honeyed sweetness is balanced on the finish by just a trace of astringency. Drink now-2020.,Germany,Riesling
Slight hint of sulfur at first but it blows off and the nose opens to reveal a rich medley of ripe orchard fruit tinged with dried tarragon and savory spice. Crisp bright and laden with a patchwork of flavors: ripe apples pears and stone fruit against a backdrop of earthy minerality. Broad yet only medium bodied with a moderately long finish.,Germany,Chardonnay Weissburgunder
Sunny yellow peaches and cherries open this intensely concentrated fruit-forward auslese. It's lush and lively yet dazzling with minerality and fresh cutting acidity. An impeccably balanced wine that's fully approachable now but structured enough to withstand at least another decade.,Germany,Riesling
Whispers of saffron and pollen lend mineral intensity to succulent yellow peach and cherry notes in this juicy yet revitalizing Riesling. It's semisweet in style with a dancing lacy sugariness that lingers gently on the palate.,Germany,Riesling
Ripe ruddy flavors of black-cherry pie and plum preserves are concentrated in this straightforward fruity wine. While semisweet and a touch jammy on the palate its delicate abv and juicy style make it a pleasant summer sip.,Germany,Dornfelder
Layers of plush yellow peach and apricot flavors highlight this easy crowd-pleasing kabinett. Sunny lemon acidity lends refreshment to the midpalate cutting through all the ripeness and leading to a brisk finish. Drink now through 2019.,Germany,Riesling
Firm tannins and notes of fresh dill and toasted coconut brood against the delicate backdrop of the crisp notes of black-plums and violets. It's an elegant wine but slight and understated in structure.,Germany,Spätburgunder
Abundant layers of char and smoke threaten to overtake the bright black-cherry and green herb flavors on this premium wine. Aeration brings the fruit to the forefront but hints of toasted wood and dill linger on the finish.,Germany,Spätburgunder
A shade off dry this approachably fresh fruity Riesling offers a bounty of juicy peach and tangerine refreshment. Sunny lemon acidity and blossom notes extend through a moderately long finish.,Germany,Riesling
This smells like a typical Mosel kabinett offering up hints of crushed stone and fresh flower-shop greenery. It's styled appropriately with modest alcohol and a hint of residual sugar. It just lacks the extra flash of fruit and acidity needed to raise it to the next level leaving it a good if somewhat commercial effort.,Germany,Riesling
Whiffs of smoke and crushed stone on the nose of this off-dry Riesling foretell the intensely mineral nature of its palate. Sheer and spry it's a delicately honeyed crush of bristling apple lime and lemon flavors with a lingering mineral finish.,Germany,Riesling
While intense aromas of mango honey and blossom are appealing this unusually structured Gewürztraminer seems at the same time quite tart and caramelized. It's lithe and lean with moderate concentration of peach and tangerine flavors.,Germany,Gewürztraminer
Vivacious notes of yellow plum and pear are shaded in tones of savory herb and earth in this dry light-bodied Riesling. Lemon and tart tangerine acidity jolt the midpalate into a brisk finish. Drink now.,Germany,Riesling
While smoky and mineral on the nose the palate of this semidry Rieslaner a cross between Riesling and Sylvaner is boldly fruity. Fresh tangerine and berry notes are a bit candied on the palate but balanced neatly by a racy streak of acidity. This light-bodied sip finishes with sweetness.,Germany,Rieslaner
Scents of lime and orange flower are pretty on this off-dry Riesling accenting flavors of savory apple and preserved yellow peach. It's zingy in acidity finishing moderately long on a dried herb note.,Germany,Riesling
Smoke seeps throughout this deeply earthen Auslese lending a savory mineral tone to the bright lemon and tangerine flavors. The palate is honeyed and concludes deftly with a tea-leaf astringency that lingers on the finish.,Germany,Riesling
Savory tones of saffron and pollen permeate through this brisk dry Riesling. Hints of white blossoms and lemon brighten the midpalate leading a crisp clean finish. Enjoy young.,Germany,Riesling
Dusty mineral and bramble notes contrast sunny sweet yellow peach and melon flavors in this brisk semidry Riesling. It's forward and fruity finishing with a lingering lacy sweetness. Not likely to improve so drink now.,Germany,Riesling
Fresh apple and lemon aromas are subtly accented with hints of saffron on this spicy-sweet Riesling full of ripe yellow-cherry and nectarine flavors. Piercing lemon-lime acidity lends a nervous dancing quality to the palate. It finishes with a murmur of jasmine-tea astringency.,Germany,Riesling
Penetrating strikes of honey peach and chamomile charge through this light-footed yet powerful Kabinett. It's blossomy and perfumed from start to finish lifted by a dazzling spray of lemon-lime acidity and lacy filigreed sweetness. A lovely wine to drink now but will hold nicely if not improve until 2020.,Germany,Riesling
Dusty chalk notes add a mineral tone to lavish floral and stone fruit aromas on this brisk easy-quaffing Riesling. It's dry in style with fresh apple and blossom flavors that finish on a lingering waxy note.,Germany,Riesling
The nose is earthy and savory with brash mineral and lemon tones but the palate on this dry Riesling is surprisingly pretty with dashes of blossoms tart stone fruits and fresh herbs. It's a bit demure in concentration but an elegant refreshing quaffer.,Germany,Riesling
Ebullient floral and honey notes bolster the intense ripe fleshy mango and peach flavors in this powerful Riesling. Full bodied and remarkably dry in style with a richly textured almost feathered mouthfeel. It finishes exceptionally long with a bristle of lemon-lime acidity.,Germany,Riesling
So incredibly thick and sweet it's almost chewy in texture with aromas and flavors that feature a fascinating interplay of fresh and dried apricots peach and citrus kept lively by healthy acidity. The finish lasts for minutes; the wine should age well for decades.,Germany,Riesling
The wonderful minerality imparted by the Doctor vineyard is somehow able to keep this intensely sweet rich wine from being heavy or cloying. Dried apricot notes mark the nose followed by scents of mango peach and pineapple; this wine virtually gushes with sweet tropical fruit and honey yet maintains a wonderful sense of balance throughout.,Germany,Riesling
This winery has turned out a couple of terrific BAs in 2006 as the family focuses its efforts on its estate wines. Pear peach pineapple and spice notes lead the way garnished by hints of dried apricots in this rich viscous offering. Finishes long and mouthwatering not cloying at all—a remarkable achievement in a wine this sweet. Drink now–2040 or beyond.,Germany,Riesling
Amidst a stunning line up of 2012 Spätburgunder even Thörle's ready-to-drink entry-level bottling offers remarkable elegance and power. The palate is succulent and ripe bursting of black cherry and plum flavors. Nuanced tones of herb and smoky mineral lend depth and complexity. It's an approachable yet very sophisticated wine.,Germany,Spätburgunder
Perfumed notes of tart morello cherry and cassis permeate throughout this lively rousing Spätburgunder. It's buoyant and primary in red fruit yet tinged by complex intertwining layers of fine bitter tannin smoke and savory nuts. It's a powerful wine that calls for cellaring but should drink beautifully from 2020 until 2025.,Germany,Spätburgunder
Perfumed notes of plum and cherry blossoms abound on this silky supple wine. It's ripe and full bodied clinging lusciously on the palate yet balanced by a revitalizing spray of acidity and minerality. It's an approachable yet refined Pinot Noir that's ready to drink now.,Germany,Spätburgunder
Savory smoke and nut tones contrast richly with extracted black cherry and berry flavors in this full-bodied Spätburgunder. While fine-grained tannins and a shock of cranberry acidity lend balance and grace shades of toast and spice are still quite prominent. It's a powerful wine that should benefit well from cellaring until at least 2020.,Germany,Spätburgunder
Amber in color this eiswein boasts a rich caramelized palate full of sweet pastry honey and baked-apple flavors. Hints of pollen and wax along with a burst of intense orange-like acidity add complexity to this intensely ripe yet delicately textured wine.,Germany,Riesling
Shades of cedar dried herb and bramble lend complexity to this intensely concentrated Spätburgunder. Rich black cherry and berry flavors flood the palate accented by staccato drumbeats of acid and fine bitter tannin. It's a powerful wine that needs time to smooth and meld but should drink beautifully from 2018 to 2025.,Germany,Spätburgunder
Zesty white grapefruit green apple and lime form the core of this lithe racy Riesling. Dry in style it's feather light on the palate yet penetrating honed by an edge of steel and minerality. The finish lingers long yet refreshes thrillingly.,Germany,Riesling
Lime zest and freshly cut grass lend a particularly invigorating cool to this dry delicate Riesling. It's brashly mineral on the palate finishing tightly with a bracing shower of acidity.,Germany,Riesling
While delicate and demure this light-bodied Pinot Noir rosé revitalizes the palate with a crush of mineral intensity. Whispers of blossom and strawberry peek through a moderately long finish.,Germany,Rosé
A touch of smoky minerality lends intrigue to this otherwise peachy-keen dry Pinot Blanc. It's primary and fruity with a rich full-bodied palate but wraps up tight and crisp on the finish. Drink now.,Germany,Pinot Blanc
Dr. L has developed into the sort of consistent large-production wine consumers can depend on when faced with an otherwise unknown array of wines. The 2009 is off dry with crisp acidity lime and pineapple flavors and a mouthwatering finish. Drink it over the next year or so.,Germany,Riesling
This is on the big side for a Mosel Riesling at 12% alcohol and the warmth shows through just a little bit. Still the scents of wet moss and stone and chunky flavors suggesting melon peach and citrus are undeniably attractive. Drink now.,Germany,Riesling
Dusty rocks smoke and spice notes cast an intensely mineral haze to this dry Riesling. It's a sharp revitalizing wine brightened by zesty lime and lemon flavors that shimmer through a long finish. Drink now through 2020.,Germany,Riesling
Slightly savory with tones of pressed apple and pear this medium-sweet Riesling balances ripe yellow-peach and quince flavors with an earthy minerality that's intriguing. Bright tangerine acidity drives a long sunny finish.,Germany,Riesling
A wisp of smoke accents subtle aromas of lemon and apple on this off-dry Riesling. While diminutive in body touches of honey give the palate roundness and richness as well as adding delicate sweetness to flavors of fresh apple and pear.,Germany,Riesling
This is a broad sweet full-bodied dessert wine that lacks the crisp acids necessary for a higher degree of balance. Instead it delivers intense honey and pineapple flavors that stick stubbornly to the palate. Probably best with sweet desserts.,Germany,Silvaner
A glaze of crushed minerals accents this fresh apple-scented Riesling. Delicate and spry it's a refreshing quaffer brightened by a spray of lemon-lime acidity. A touch of tea tannins murmurs through the finish.,Germany,Riesling
Both sweet and savory this delicately scented Riesling juxtaposes notes of pressed apple and dried citrus peels against savory tones of honey comb and smoke. It's tangy and fresh on the palate brightened by zesty acidity and a clean mineral finish.,Germany,Riesling
Fresh and zesty for a Rheingau trocken with petrol and slate aromas and lime and green apple flavors that could come straight out of the Mosel. It's a refreshing lightweight quaffer.,Germany,Riesling
A big sturdy auslese nearly dry in style yet showing some botrytis and plenty of concentration. Hints of dried apricots and mushrooms lead the way and there is some citrusy character but this brooding wine is best served with cheeses or savory dishes.,Germany,Riesling
Soft and relatively open in style with captivating aromas of wet mossy stones and ripe melon and hints of pear and lychee on the palate. Very approachable now for a young Prüm.,Germany,Riesling
A medium-bodied auslese that's very sweet but balanced by lime-like acids that extend through the lively finish with dominant notes of dried apricots and candied pineapple.,Germany,Riesling
Loosen's best Dr. L to date this is a terrific value delivering typical Mosel Riesling notes at a great price. Citrus blossom lime and crushed stone aromas are followed by apple and citrus flavors in this just-slightly-sweet wine. Drink it now and over the next year or so.,Germany,Riesling
Bright watermelon and raspberry candy flavors are sunny and fresh on the nose and palate in this easygoing rosé. Crisp acidity makes it especially thirst-quenching. Enjoy now.,Germany,Rosé
While its nose suggests zesty green herbs and lime peel the palate of this delightfully brisk Weissburgunder or Pinot Blanc is sunny with fruit. Crisp nectarine and tangerine flavors are concentrated and fresh marked by crush ed mineral notes on the finish. Drink now through 2021.,Germany,Weissburgunder
Piercing quince and tangerine flavors brighten this deeply rocky smoky wine that's full of earthy savory complexity. Delicate and off-dry it balances juicy citrus flavors withpert acidity. The finish is refreshingly brisk and dry.,Germany,Riesling
Schiefer means “slate” but this wine's stoniness is softer less severe than that cushioned under layers of superripe pear and spices that resemble cinnamon or clove and ginger. There's ample weight and richness on the palate despite a sense of dryness and the wine finishes long with hints of ripe peach.,Germany,Riesling
No doubt on the sweet side for a trocken (or maybe just with relatively low acidity) this is medium bodied with aromas and flavors reminiscent of crushed stone orange blossom and peach. Drink it over the next several years.,Germany,Riesling
This TBA shows an incredible likeness to Earl Grey tea sweetened with honey and made subtly even more complex through the inclusion of dried stone fruits. It's rich and concentrated not just sugary but could use just a tiny bit more acidity to completely balance the finish. A decade or two of cellaring should see a more balanced wine in the end.,Germany,Riesling
Lean and racy typical of the Saar even at these high ripeness levels with hints of slate and mint or tea gracing pineapple fruit. The long vibrant finish is crisp and mouthwatering with the residual sugar dropping into the background. Drink now-2030+.,Germany,Riesling
Layers of plush yellow peach and apricot flavors highlight this easy crowd-pleasing kabinett. Sunny lemon acidity lends refreshment to the midpalate cutting through all the ripeness and leading to a brisk finish. Drink now through 2019.,Germany,Riesling
Thirty bucks may seem like a lot for an entry-level Riesling but this is an exemplary example. Aromas of wet stones moss and spring flowers are mouthwatering and then are followed by a complex array of nonfruity flavors like stones and greens carried along by a mouthfeel that's light as a feather. Tart pineapple emerges on the long finish. Drink anytime over the next 10 years.,Germany,Riesling
This wine's calling card is its electric acidity which provides a poignant counterbalance to the wine's plump feel on the palate. Ripe citrus notes of pineapple and orange offer plenty of flavor to go along with the superb length. It's ready to drink yet should prove capable of aging at least 5–6 years.,Germany,Riesling
Smoked nuts and crushed mineral notes accent lemon and lime on this straightforward yet tasty off-dry Riesling. On the palate pink-grapefruit and lychee flavors are mouth quenching and juicy lingering long with a fringe of astringent lemon zest.,Germany,Riesling
An unusual late release to the American market this wine shows its maturity but elegantly. It still boasts bright black cherry flavor but also prominent tones of mushroom earth and leather. Puckery acidity adds freshness to the finish.,Germany,Spätburgunder
Lime pith and tangerine notes lend an intensely zesty racy feel to this dry medium-bodied Riesling. The palate is lean but vivaciously fresh with a pristine mineral finish.,Germany,Riesling
Subtle hints of cereal and grain permeate throughout this medium-sweet Riesling lending a savory tone to honeyed grapefruit and apple flavors. While lacking great refinement it offers fruit-forward refreshment for casual settings. Drink now.,Germany,Riesling
The nose of this Lemberger is austere with just a whisper of black plum and sweet spice. The palate is more buoyant with a rich deep black cherry-and-plum profile marked by reverberating acidity and layers of fine velvety tannins.,Germany,Lemberger
Fresh lemon and lime on the nose amass luscious tones of peach and apricot on the palate of this gossamer-light Riesling. It's penetrating and juicy yet anchored firmly by darts of laser acidity and dusty mineral complexities. Sweet honey tones linger long through the finish.,Germany,Riesling
Taut and cool with swathes of fresh tarragon and crisp melon rind this elegant dry Riesling has a nervous vitality throughout. The palate is zesty and bright highlighting tart flavors of tangerine and apricot before fading into a dusty mineral finish.,Germany,Riesling
Spine-tingling acidity runs throughout this off-dry Riesling. Swathes of honey and fresh apple saffron and dried berries lend sweetness and warmth but this striking kabinett does not surrender its sharp edges easily.,Germany,Riesling
For being a goldkap this is not especially lush or botrytized. Instead it features a fine balance of acidity which enlivens the green apple and citrus flavors and gives them extra poignancy. This is crisply balanced and mouthwatering on the finish.,Germany,Riesling
Smoky slaty and oily this is a mineral-driven “terroir” wine without obvious fruit notes yet not lacking for fruit if that makes any sense. It's medium-bodied with just a touch of apparent sugar and finishes long with just a touch of citrus.,Germany,Riesling
Wisps of smoke and crushed rock imbue this dry broadly textured wine. Lemon and lime acidity strike the midpalate like a laser before melting into the mineral-rich sheen that extends the finish. It's remarkably bold for a Mosel Riesling yet never loses it's elegant appeal.,Germany,Riesling
Whiffs of forest floor and violets lend complexity to this fresh perfumed wine. Cranberry and tart red-cherry flavors are bracing and tight but yield slowly into a supple velvet finish. It's subtle and elegant but also deliciously juicy in character.,Germany,Pinot Noir
A streak of grapefruit acidity lends a racy edge to sweet white-peach and Meyer-lemon flavors in this lip-smacking spätlese. It's delicately filigreed in texture yet powerfully concentrated in fruit. Touches of mineral and herb add complexity to the lingering finish.,Germany,Riesling
